"journal_title","item_cnt"
Médecine & Hygiène eBooks,1
Media Psychology,1
Medical History,1
Medical Laser Application,1
Medical Microbiology and Immunology,36
Medical Radiology and radiation safety,1
Medicine Health Care and Philosophy,1
Medicne pravo,1
Medicolegal library,1
Medien & Kommunikationswissenschaft,4
Medienkulturen im digitalen Zeitalter,2
MedienWirtschaft,1
Medieval Archaeology,1
Medievalismo,1
Medieval Mystical Theology,1
Medieval Worlds,8
Mediterranea International Journal on the Transfer of Knowledge,1
Mediterranean Historical Review,4
Mediterranean Journal of Social Sciences,2
Medizinische Genetik,1
Medizinische Informatik und Statistik,5
Medizinische Klinik - Intensivmedizin und Notfallmedizin,2
Medizinisch Wissenschaftliche Verlagsgesellschaft eBooks,2
Medizinrecht,2
Medjunarodni problemi,2
MedR. Schriftenreihe Medizinrecht,45
Mehmet Akif Ersoy Üniversitesi Sosyal Bilimler Enstitüsü Dergisi,2
Mélanges de l École française de Rome Antiquité,11
Mélanges de l École française de Rome Italie et Méditerranée,1
Mélanges de l'École française de Rome. Moyen Age,4
Melbourne Studies in Education,1
Memoria and Remembrance practices,3
Memorias de historia antigua,2
"Memòries de la Reial Acadèmia Mallorquina d'Estudis Genealògics, Heràldics i Històrics",1
Memory politics and transitional justice,1
Mens en Maatschappij,1
Mersin Üniversitesi Tıp Fakültesi Lokman Hekim Tıp Tarihi ve Folklorik Tıp Dergisi,1
Meta Journal des traducteurs,1
Metallurgical and Materials Transactions A,1
Metallurgical Transactions,1
Metallurgical Transactions A,1
Metallurgical Transactions B,1
Metal Powder Report,1
Metal Science and Heat Treatment,3
Metal Science and Heat Treatment of Metals,1
Metals Technology,1
Metaphilosophy,2
Meteoritics,1
Methods of biochemical analysis,1
Method & Theory in the Study of Religion,1
Mezhdunarodnaja jekonomika (The World Economics),1
Mezinárodní a srovnávací právní revue/International and Comparative Law Review,5
MGIMO Review of International Relations,4
Microchimica Acta,1
Microporous and Mesoporous Materials,8
Microporous Materials,3
Microwave and Optical Technology Letters,2
Middle Eastern Studies,1
MiGS: Migration - Gesellschaft - Schule,1
Mikrochemie,15
Mikrochimica acta. Supplementum,1
Militärgeschichtliche Zeitschrift,1
Millennium,3
Milton Quarterly,1
Mimbar Hukum - Fakultas Hukum Universitas Gadjah Mada,1
Minds and Machines,1
Minerva Journal of Women and War,1
Miscellanea Historico-Iuridica,24
Miskolci Jogi Szemle,7
Mitteilungen aus dem Museum für Naturkunde in Berlin Zoologisches Museum und Institut für Spezielle Zoologie (Berlin),3
Mitteilungen der Gesellschaft für Urgeschichte,1
Mitteilungen des Deutschen Germanisten-Verbandes/Mitteilungen des Deutschen Germanistenverbandes,1
Mizan Law Review,1
MLN,1
Mnemosyne,5
M n gement,1
Mobile Information Systems,1
Mobilities,1
Modeling of systems and processes,1
Modern Asian Studies,3
Modern Historical and Political Issues,1
Modern Intellectual History,4
Modern Language Journal,2
Modern Law Review,6
Modern Philology,1
Mohr Siebeck eBooks,9
MOKUZAI HOZON (Wood Protection),2
Molecular Crystals and Liquid Crystals,1
Molecular Genetics and Genomics,3
Molecules,1
Monatshefte,3
Monatshefte für Chemie - Chemical Monthly,6
Monatsschrift für Kriminologie und Strafrechtsreform,20
Monatsschrift Kinderheilkunde,2
Moneta e credito,1
Monografie i Opracowania Naukowe / Szkoła Główna Handlowa w Warszawie. Kolegium Zarządzania i Finansów,1
Monographien aus dem Gesamtgebiete der Neurologie und Psychiatrie,1
Monographien aus dem Gesamtgebiete der Psychiatrie,4
Monographs in clinical neuroscience/Frontiers of neurology and neuroscience/Monographs in neural sciences,1
Monthly Notices of the Royal Astronomical Society,1
Monumenta Serica,2
Mortality,1
Moscow Journal of International Law,1
Motif Akademi Halk Bilimi Dergisi,1
Mouseion Journal of the Classical Association of Canada,1
MPI studies in tax law and public finance,11
MPI studies on intellectual property and competition law,15
"MPI studies on intellectual property, competition and tax law",2
Multidiszciplináris Tudományok,1
Multikonferenz Wirtschaftsinformatik,1
Multimedia Systems,1
MultiScience - XXXIII. microCAD International Multidisciplinary Scientific Conference,1
Múltunk,1
Mund- Kiefer- und Gesichtschirurgie,1
Munich studies on innovation and competition,4
Musiktherapeutische Umschau,2
Muzyka,1
Mycologia,2
Mycopathologia,1
Mycoses,11
Mycotoxin Research,1
Myrtia: Revista de filología clásica,1
Myśl Ekonomiczna i Polityczna,1
Mythos,1
Nachrichten aus Chemie Technik und Laboratorium,3
Nachrichten aus Chemie und Technik,1
Nachrichten aus der Chemie,2
Nahrung/Food,7
nall,1
Namenkundliche Informationen,4
Nanoindustry Russia,1
Nano Letters,1
Napredak,1
Nasza Przeszłość,4
National Civic Review,1
Nationalities Papers,3
Nations and Nationalism,4
Natural Hazards,3
Natural hazards and earth system sciences,1
Natural science in archaeology,2
Nature,24
Nature Communications,2
Nature Human Behaviour,1
Nature Reviews Physics,1
Natur und Recht,1
Nauki o Wychowaniu Studia Interdyscyplinarne,1
Naunyn-Schmiedeberg s Archives of Pharmacology,28
Necmettin Erbakan Universitesi Hukuk Fakultesi Dergisi Necmettin Erbakan University,1
Nederlands tijdschrift voor Europees recht,1
Neohelicon,3
Neonatology,1
Neophilologus,7
Netherlands International Law Review,18
Netherlands journal of psychology,1
Netherlands yearbook of international law,5
Neue Kriminalpolitik,16
Neuere Medizin- und Wissenschaftsgeschichte,1
Neues Archiv für Sächsische Geschichte,9
Neuroethics,2
Neurologie pro praxi,1
Neuroorthopädie,9
Neuroradiology,1
Neurosurgical Review,1
NeuroTransmitter,1
Neurourology and Urodynamics,1
New Astronomy,1
New Directions for Youth Development,6
New directions in book history,1
New Genetics and Society,1
New Global Studies,1
New Horizons in English Studies,1
New Media & Society,1
New Perspectives on Turkey,2
New Phytologist,1
New security challenges,1
New Surveys in the Classics,1
New Testament Studies,10
New Zealand Veterinary Journal,1
Nieruchomości,3
Nihon Daicho Komonbyo Gakkai Zasshi,1
Nihon Kessho Gakkaishi,3
Nihon Kikai Gakkaishi/Journal of the Japan Society of Mechanical Engineers,1
Nihon Rinsho Geka Gakkai Zasshi (Journal of Japan Surgical Association),10
Nihon Toseki Igakkai Zasshi,1
Nineteenth Century Contexts,1
NIPPON GOMU KYOKAISHI,2
Nippon Yakubutsugaku Zasshi (Folia Pharmacologica Japonica),3
NISPAcee Journal of Public Administration and Policy,1
N N Priorov Journal of Traumatology and Orthopedics,1
Nomos eBooks,11
Nomos Verlagsgesellschaft mbH & Co. KG eBooks,117
Nonprofit and civil society studies,1
Norba: Revista de historia,1
Norba Revista de Historia - NRH,1
Nordic Journal of European Law,1
Nordic Studies in Education,1
Nordisk kulturpolitisk tidskrift,1
Nordisk Tidsskrift for Kriminalvidenskab,1
Nordlit,1
Norsk Teologisk Tidsskrift,1
NORTH CAUCASUS LEGAL VESTNIK,1
Northeast Historical Archaeology,1
Norwegian Archaeological Review,3
Nosotchu,1
Notarzt,1
Notfall + Rettungsmedizin,4
Nottingham Medieval Studies,2
Nouvelle Clio,1
Novartis Foundation symposium,5
Novos Estudos - CEBRAP,2
Novos Estudos Jurí­dicos,3
Novum Jus,1
Nowa Kodyfikacja Prawa Karnego,2
NOWELE North-Western European Language Evolution,1
NTM Zeitschrift für Geschichte der Wissenschaften Technik und Medizin,6
NTU journal for Administrative and Human Sciences (JAHS),1
Nuclear Data Sheets,4
Nuclear Engineering and Design,1
Nuclear Instruments and Methods in Physics Research Section B Beam Interactions with Materials and Atoms,1
Nuclear Physics,1
Nuclear Physics A,2
Nuclear Physics B - Proceedings Supplements,1
Nuevo Foro Penal,5
Nursing Clinics of North America,1
Nursing Science,1
Nurt SVD,1
Nytt Norsk Tidsskrift,1
OALib,1
Odile Jacob eBooks,1
Odrodzenie i Reformacja w Polsce,1
OECD working papers on fiscal federalism,1
Oecologia,1
OEconomia,1
Ökonometrie und Unternehmensforschung,7
Oksident,1
Oldenbourg eBooks,5
Oldenbourg Wissenschaftsverlag eBooks,4
Oñati Socio-legal Series,5
Oncogene,1
Öneri Dergisi,1
Open Book Publishers,26
Open Engineering,1
Open Journal of Business and Management,1
Open Journal of Legal Science,2
Open Journal of Natural Science,1
Open Journal of Social Sciences,1
Open Library of Humanities,1
Open Military Studies,1
Open reports series,5
Open Research Europe,2
Open Theology,1
Opera Historica,4
"Operations research, computer science. Interface series",1
Operations research proceedings,2
Operative Orthopädie und Traumatologie,1
Opinión Jurídica,1
Optica Acta International Journal of Optics,2
Optical and Quantum Electronics,1
Optik,1
Optik & Photonik,1
Optimum Economic Studies,1
Oral tradition,1
Orbis Litterarum,1
Ordines Militares Colloquia Torunensia Historica,12
ORDO,5
Organic chemistry,1
Organic Magnetic Resonance,1
Organic Mass Spectrometry,2
Organic Syntheses,4
Organic Synthesis Set,1
Organisationsberatung Supervision Coaching,3
Organische Chemie in Einzeldarstellungen,2
Organization Science,2
Orient,2
Orthopedics & Traumatology,1
Osiris,1
Österreichische Zeitschrift für Soziologie,11
Other publications TiSEM,1
Our Economy Journal of Contemporary Issues in Economics and Business,1
Oxford German Studies,2
Oxford Journal of Archaeology,2
Oxford Journal of Legal Studies,5
Oxford Research Encyclopedia of Classics,1
Oxford Review of Education,1
Oxford University Press eBooks,1038
Pacific Science,1
Pädagogik,2
Pädagogische Professionalität und Migrationsdiskurse,1
Pädiatrie,1
Pädiatrie & Pädologie,1
Padjadjaran Journal of International Law,1
Paedagogica Historica,1
PAHTEI-Procedings of Azerbaijan High Technical Educational Institutions,1
Paidos eBooks,1
Paix et Securite Internationales,1
Palaeohispánica: Revista sobre lenguas y culturas de la Hispania antigua,1
Palestine Exploration Quarterly,1
Palgrave Communications,1
Palgrave critical university studies,1
Palgrave Macmillan memory studies,2
Palgrave Macmillan UK eBooks,126
Palgrave Macmillan US eBooks,34
Palgrave's critical policing studies,3
Palgrave studies in ancient economies,6
Palgrave studies in comparative global history,1
Palgrave studies in economic history,5
Palgrave studies in European Union politics,1
Palgrave studies in the history of childhood,1
Palgrave studies in the history of economic thought,1
Pallas,2
Pamięć i Sprawiedliwość,1
PAMM,1
Papers of the British School at Rome,10
Paragraph,1
Parasitology Research,2
Parergon,1
Parliaments Estates and Representation,13
Particle & Particle Systems Characterization,1
Party Politics,2
Patai's chemistry of functional groups,3
Patai's Chemistry of Functional Groups,1
PATH in psychology series,1
Pathology - Research and Practice,2
Pathways for ecumenical and interreligious dialogue,1
Patterns of Prejudice,1
Patty's Toxicology,4
Peace &amp Change,1
Pecia,3
Pediatric Annals,1
Pediatric Surgery International,1
Peeters eBooks,1
Penitentiary Science,1
Pensamiento Jurídico,1
Pensar - Revista de Ciências Jurídicas,2
Perceptual and Motor Skills,1
Perichoresis,2
Periodica Polytechnica Social and Management Sciences,1
PERIÓDICO TCHÊ QUÍMICA,1
PERIPHERIE – Politik • Ökonomie • Kultur,1
Personality and Individual Differences,1
Personality and Social Psychology Bulletin,1
Perspectivas,1
Perspectivas en Inteligencia,1
Perspective,1
"Perspectives in law, business and innovation",10
Perspectives médiévales,2
Perspectives on European Politics and Society,1
Perspectives on Federalism,8
Perspectives on geographical marginality,1
Perspectives on Political Science,1
Perspectives on Politics,1
Perspektiven der Wirtschaftspolitik,8
Perspektiven kritischer sozialer Arbeit,4
Perspektiven Sozialwirtschaft und Sozialmanagement,1
Pesticide Science,4
Pest Management Science,1
Peter Lang D eBooks,1
Pflegezeitschrift,1
Pflügers Archiv - European Journal of Physiology,13
PhaoS - Revista de Estudos Clássicos,1
Pharos Journal of Theology,1
Philologia hispalensis,1
Philologus,1
Philology Theory & Practice,2
Philosophical Journal of Conflict and Violence,1
Philosophical Psychology,1
Philosophical Studies,1
Philosophical Transactions of the Royal Society of London Series A Mathematical and Physical Sciences,4
"Philosophical transactions of the Royal Society of London. Series B, Biological sciences",1
Philosophische Herausforderungen der angewandten Ethik und Gesundheitswissenschaften,4
Philosophy and medicine,3
Philosophy and politics,3
Philosophy and Rhetoric,2
Philosophy Compass,1
Philosophy of Law and General Theory of Law,2
Philosophy of the Social Sciences,1
Philosophy & Social Criticism,10
Philosophy & Technology,5
Phoenix,1
"Phosphorus, sulfur, and silicon and the related elements",1
Photochemistry and Photobiology,1
Physical Geography,1
physica status solidi (a),1
physica status solidi (b),4
Physica-Verlag eBooks,3
Physics in Perspective,1
Physics Letters A,1
Physics Letters B,1
Physics Procedia,1
Physics Reports,1
Physik in unserer Zeit,4
Physik Journal,5
Phytochemistry,1
Planning Practice and Research,1
Planta,7
Plant Disease,1
Plant Foods for Human Nutrition,3
Plants,1
Plant Systematics and Evolution,1
Plasma Chemistry and Plasma Processing,1
Plasma Science and Technology,1
Plastics Engineering,1
Plaza y Valdés eBooks,1
PLoS ONE,5
PMLA/Publications of the Modern Language Association of America,2
Poetics,1
Poiesis & Praxis,3
Policing & Society,2
Policy & Internet,2
Policy Issues in Insurance,1
Polish Cartographical Review,1
Polish Political Science Yearbook,1
Polish Review of International and European Law,4
Polish Studies of Kyiv,1
Polish Yearbook of International Law,2
Polis: revista de ideas y formas políticas de la Antigüedad Clásica,1
Politeja,2
Política criminal,34
Political Geography,2
Political Studies,1
Política & Sociedade,1
Politica Y Gobierno,1
Política y Sociedad,1
Politička misao : Croatian Political Science Review,1
Politics &amp Policy,2
Politics and Governance,2
Politics and the Life Sciences,1
Politics in Central Europe,1
Politics & Society,1
Politikatudományi szemle,1
Politik gestalten,6
Politik in der digitalen Gesellschaft,96
Politikon IAPSS Journal of Political Science,1
Politik und Religion,1
Politique européenne,6
Politiques de communication,1
Politische Bildungen,1
Politisches Denken Jahrbuch,1
Politische Vierteljahresschrift,30
Politische Vierteljahresschrift. Sonderheft,9
Politologische Aufklärung - konstruktivistische Perspektiven,2
Polonia Inter Gentes,1
Polonia Maior Orientalis,1
Polymer,1
Polymer Degradation and Stability,1
Polymer Engineering and Science,7
Polymer International,2
Polymers,2
Polymer Science Series C,1
Pontificia Universidad Católica del Perú,3
Population,1
Population and Development Review,1
Porn Studies,1
Porównania,1
postmedieval a journal of medieval cultural studies,4
Post-Medieval Archaeology,1
Postmigrantische Studien,12
Potchefstroom Electronic Law Journal/Potchefstroomse Elektroniese Regsblad,16
Poznańskie Studia Teologiczne,2
Praca i Zabezpieczenie Społeczne,4
Prace Historyczne,1
Prace Komisji Kultury Słowian/Kultura Słowian,1
Prace Naukowe / Akademia Ekonomiczna w Katowicach,1
Prace Naukowe / Uniwersytet Ekonomiczny w Katowicach,3
Prace Naukowe Uniwersytetu Ekonomicznego we Wrocławiu,2
Prace Naukowe Wałbrzyskiej Wyższej Szkoły Zarządzania i Przedsiębiorczości,1
PRAEHISTORICA,1
Pramana,1
PRÁVNĚHISTORICKÉ STUDIE,15
Pravni vjesnik,15
Pravni zapisi,7
Právny obzor,1
Pravo i privreda,4
Pravo - teorija i praksa,1
Pravovedenie,5
Prawo,1
Prawo i Podatki Unii Europejskiej w Praktyce,2
Prawo Kanoniczne,2
Praxis,1
Praxismaterialien des Zentrums für Integrationsstudien,1
Pregled časopis za društvena pitanja / Periodical for social issues,1
Premio Istituto Sangalli per la storia religiosa,1
Premio Tesi dottorato/Premio Tesi di dottorato,4
Presidential Studies Quarterly,2
Presses de l’Ifpo eBooks,1
Presses de Sciences Po eBooks,1
Presses Universitaires de France eBooks,3
Presses universitaires de Rennes eBooks,1
Presses universitaires de Strasbourg eBooks,1
Presses universitaires du Septentrion eBooks,3
Presses universitaires François-Rabelais eBooks,1
Primary Sources & Original Works,1
Princeton University Press eBooks,1
Príncipe de Viana,1
Private and public law,2
Probacja,1
Problema Anuario de Filosofía y Teoría del Derecho,1
Problems of World History,1
Problemy Prawa Prywatnego Międzynarodowego,3
Problemy Zarządzania - Management Issues,1
Procedia CIRP,12
Procedia Computer Science,1
Procedia Economics and Finance,1
Procedia Engineering,1
Procedia Manufacturing,7
Procedia - Social and Behavioral Sciences,3
Proceedings / Indian Academy of Sciences,10
Proceedings of Mensch und Computer 2019,1
"Proceedings of SPIE, the International Society for Optical Engineering/Proceedings of SPIE",3
"Proceedings of the 2nd International Conference of Law, Government and Social Justice (ICOLGAS 2020)",1
Proceedings of the ACM on Human-Computer Interaction,1
Proceedings of the ACM on Interactive Mobile Wearable and Ubiquitous Technologies,1
Proceedings of the American Society for Information Science and Technology,2
Proceedings of the Cambridge Philological Society,1
Proceedings of the ENTRENOVA - ENTerprise REsearch InNOVAtion Conference (Online),1
Proceedings of the Estonian Academy of Sciences Biology Ecology,1
Proceedings of the Imperial Academy,8
Proceedings of the Institute of State and Law of the RAS,13
Proceedings of the Japan Academy,1
Proceedings of the National Academy of Sciences,1
Proceedings of the Royal Society B Biological Sciences,2
Proceedings of the Royal Society of London A Mathematical and Physical Sciences,20
Proceedings of the Royal Society of London Series A Mathematical and Physical Sciences,1
"Proceedings of the Royal Society of London. Series B, Biological sciences",5
Proceedings of the Society of Antiquaries of Scotland,1
Pro Futuro,2
Progress in Additive Manufacturing,3
Progress in Aerospace Sciences,2
Progress in botany,1
Progress in inorganic chemistry,3
Progress in IS,1
Progress in Nuclear Magnetic Resonance Spectroscopy,1
Progress in Organic Coatings,1
Progress in physical organic chemistry,1
Progress in Physics of Metals,1
PROKLA Zeitschrift für kritische Sozialwissenschaft,19
Prolegómenos,1
Pro Memorie,1
ProQuest LLC eBooks,1
Prose Studies,1
Prospects,1
Protection of cultural heritage,1
Protein Science,1
PROTOPLASMA,13
Prudentia Iuris,1
Przegląd Archeologiczny,1
Przegląd Geograficzny,1
Przegląd Historyczno-Wojskowy,1
Przegląd Humanistyczny,2
Przegląd Komunalny,1
Przegląd Nauk Historycznych,2
Przegląd Prawa i Administracji,2
Przegląd Prawa Konstytucyjnego,10
Przegląd Prawa Rolnego,4
Przegląd Prawniczy Uniwersytetu im Adama Mickiewicza,2
Przegląd Prawno-Ekonomiczny,1
Przegląd Sejmowy,3
Przegląd Ustawodawstwa Gospodarczego,1
Przegląd Zachodniopomorski,3
PSICOTERAPIA E SCIENZE UMANE,1
Psikhiatriya,1
PS Political Science & Politics,1
PSYCHE,2
Psychiatric Clinics of North America,1
Psychiatrische Praxis,2
Psychiatry,1
Psychiatry and Clinical Neurosciences,2
Psychoanalytic Psychology,1
Psychological Bulletin,4
Psychological Research,4
Psychologie Française,1
Psychologische Rundschau,1
Psychology Crime and Law,2
Psychology Public Policy and Law,1
Psychology Research and Behavior Management,1
Psychopharmacology,1
Psychosis,1
psychosozial,1
Psychotherapeut,4
Psychotherapie Forum,2
Psychotherapy,1
Public Administration,4
Public administration and information technology,1
Publication of the American Dialect Society,1
Publications Office of the European Union eBooks,1
Publications of the Astronomical Society of Australia,1
Publications of the Astronomical Society of Japan,3
Publications of the English Goethe Society,1
Publications of the journal of Medieval Latin,1
Publications Pimido,1
Public Choice,2
Public Governance Administration and Finances Law Review,1
Public Health Forum,2
Public Health Genomics,1
Public health reviews,1
Public Law Journal,7
Public Management Review,1
Public Money & Management,1
Publius The Journal of Federalism,1
Publizistik,5
PubMed,7
Punishment & Society,8
Pure and Applied Geophysics,3
Pure and applied physics,1
Quaestio facti Revista internacional sobre razonamiento probatorio,1
Qualitas Plantarum,3
Quality Engineering,1
Quality & Quantity,1
Quarterly Journal of Crude Drug Research,1
Quarterly Journal of Speech,2
Quaternary International,1
Quaternary Science Reviews,1
Queensland Review,1
Queer studies,24
Quick Guide,3
Race & Class,1
Radiation and Environmental Biophysics,2
Radical Housing Journal,1
RADIOISOTOPES,1
Ramus,1
ranian Journal of Health Education and Health Promotion,1
Rapid Prototyping Journal,6
Ratio Juris,22
RAUDEM Revista de Estudios de las Mujeres,1
Räume – Grenzen – Hybriditäten,2
Raumforschung und Raumordnung / Spatial Research and Planning,12
RaumFragen: Stadt - Region - Landschaft,1
Reaction Kinetics and Catalysis Letters,2
Reaction Kinetics Mechanisms and Catalysis,1
Reactivity and structure,3
Real Estate Economics,1
Recent results in cancer research/Recent Results in Cancer Research,1
Recht der Jugend und des Bildungswesens,1
Recht der Werkelijkheid,1
Recht in Afrika,1
Recht Innovativ,4
Recht & Medizin,4
Rechtsethik,1
Rechtsgeschichte - Legal History,18
Rechtsmedizin,23
Rechtspsychologie,1
Rechtstheorie,12
Rechts- und Staatswissenschaften,19
Recht und Politik,7
Recueil des Travaux Chimiques des Pays-Bas,32
Redescriptions Political Thought Conceptual History and Feminist Theory,5
Redes Revista hispana para el análisis de redes sociales,2
Reformation and Renaissance Review,6
Refractories,2
Regierungssystem und Regieren in der Bundesrepublik Deutschland,1
Regional Environmental Change,1
Regional & Federal Studies,8
Regional Research of Russia,1
Regulation & Governance,5
Regunt Gestión y Gobernabilidad,1
Rehabilitation und Prävention,2
Reihe Rechtswissenschaft,3
Reine und angewandte Metallkunde in Einzeldarstellungen,1
REI - REVISTA ESTUDOS INSTITUCIONAIS,5
Rekonstruktive Sozialisationsforschung,1
Relations industrielles,1
Religion,2
Religion and human rights,3
Religions,10
"Religion, spirituality and health: a social scientific approach",1
Religion State & Society,2
Religionsvidenskabeligt Tidsskrift,1
Religious Studies Review,1
Remate de Males,1
REMHU Revista Interdisciplinar da Mobilidade Humana,1
Renaissance Quarterly,5
Renewable and Sustainable Energy Reviews,1
RePEc: Research Papers in Economics,39
Repertorium novarum specierum regni vegetabilis,1
Reports on Mathematical Physics,1
Representation,1
Reproduction in Domestic Animals,12
Reproductive BioMedicine Online,2
Reproductive Biomedicine & Society Online,1
Reproduktionsmedizin,1
Repura,2
Research ethics forum,1
Research in Comparative and International Education,1
Research in criminology,2
Research in Experimental Medicine,5
Research in Higher Education,1
Research in Social and Administrative Pharmacy,1
Research in the history of economic thought and methodology,1
Research in the sociology of work,1
Research in urban sociology,1
Research on Chemical Intermediates,1
Research Policy,1
Research & Politics,1
Research Square (Research Square),4
Research Yearbook Institute of Philosophy and Law Ural Branch of the Russian Academy of Sciences,1
Res Historica,2
Resources for American Literary Study,1
Res Philosophica,1
Res Publica,1
Res Publica Revista de Historia de las Ideas Políticas,2
Restoration Ecology,1
Rethinking History,1
Reti medievali e-book,8
REVESCO Revista de Estudios Cooperativos,1
Review of European and Comparative Law,7
Review of European Comparative & International Environmental Law,2
Review of International Economics,1
Review of International Political Economy,3
Review of International Studies,1
Review of Law & Economics,2
Review of Managerial Science,1
Review of marketing research,1
Review of Middle East Studies,1
Review of Policy Research,4
Review of Progress in Coloration and Related Topics,1
Reviews in computational chemistry,1
"Reviews of physiology, biochemistry and pharmacology",7
Revija Kopaonicke skole prirodnog prava,2
Revista Acadêmica Escola Superior do Ministério Público do Ceará,2
Revista Acadêmica Licencia&acturas,1
Revista Ágora,1
Revista Atlántica-Mediterránea de Prehistoria y Arqueología Social,1
Revista Brasileira de Ciência Política,1
Revista Brasileira de Ciências Sociais,2
Revista Brasileira de Direito Civil em Perspectiva,1
Revista Brasileira de Direito Processual Penal,8
Revista Brasileira de Direitos Fundamentais & Justiça,12
Revista Brasileira de Estudos Políticos,3
Revista Brasileira de Pesquisa em Educação em Ciências,1
Revista Brasileira de Pesquisas Jurídicas (Brazilian Journal of Law Research),1
Revista Brasileira de Políticas Públicas,2
Revista Brasileira de Sociologia do Direito,1
Revista Brasileira de Sociologia - RBS,1
Revista Cálamo,1
Revista Caribeña de Ciencias Sociales,1
Revista Catalana de Dret Ambiental,3
Revista Catalana de Dret Públic,3
Revista CENIPEC,1
Revista Chilena de Derecho,21
Revista chilena de derecho privado,1
Revista Científica do CPJM,2
Revista Científica General José María Córdova,1
Revista Científica Multidisciplinar Núcleo do Conhecimento,2
Revista Colombiana de Ciencias Químico Farmacéuticas,1
Revista Colombiana de Obstetricia y Ginecología,2
Revista Controle - Doutrina e Artigos,1
Revista Culturas Jurídicas,1
REVISTADAACADEMIABRASILEIRADEDIREITOCONSTITUCIONAL,1
Revista da Faculdade de Direito,8
Revista da Faculdade de Direito da UFG,1
Revista da Faculdade de Direito da UFMG,6
Revista da Faculdade de Direito UFPR,4
Revista da Faculdade de Direito Universidade de São Paulo,7
Revista da Faculdade Mineira de Direito,1
Revista de Administración Pública,1
Revista de ciencia política,2
Revista de Ciências do Estado,1
REVISTA DE CIÊNCIAS SOCIAIS - POLÍTICA & TRABALHO,1
Revista de Ciencias Sociales,4
Revista de Contabilidad y Tributación CEF,1
Revista de Criminologias e Politicas Criminais,1
Revista de derecho,11
Revista de Derecho,1
REVISTA DE DERECHO,1
Revista de derecho bancario y bursátil/Revista de derecho bancario y bursátil,1
Revista de Derecho Comunitario Europeo,4
Revista de derecho (Coquimbo),10
Revista de Derecho de la UNED (RDUNED),3
Revista de Derecho Penal y Criminología,7
Revista de Derecho Político,2
Revista de Derecho Privado,15
Revista de Derecho Público Teoría y método,4
Revista de Derecho Uninorte,2
Revista de derecho (Valparaíso),9
Revista de Direito,1
Revista de Direito Administrativo,3
Revista de Direito Ambiental e Socioambientalismo,1
Revista de Direito Brasileira,1
Revista de Direito Internacional,6
Revista de Direito Sanitário,1
Revista de Direitos e Garantias Fundamentais,1
Revista de Direitos Humanos e Desenvolvimentos Social,2
Revista de Doutrina Jurídica,3
Revista de drept constituţional,1
Revista de Economía Institucional,2
Revista de Estudios de la Administración Local y Autonómica,3
Revista de Estudios de la Justicia,11
Revista de estudios histórico-jurídicos,16
Revista de Estudios Kantianos,1
Revista de Estudios Políticos,2
Revista de Estudios Sociales,1
Revista de Estudos Constitucionais Hermenêutica e Teoria do Direito,3
Revista de Evaluación de Programas y Políticas Públicas,1
Revista de Filología Española,1
Revista de geografía Norte Grande,1
Revista de História,3
Revista de Historia Económica / Journal of Iberian and Latin American Economic History,1
Revista de Investigación Científica y Tecnológica,1
Revista de la Facultad de Derecho de México,3
Revista de Lenguas Modernas,1
Revista de Literatura,1
Revista de Política Judiciária Gestão e Administração da Justiça,1
Revista Derecho del Estado,6
Revista Derecho y Salud | Universidad Blas Pascal,1
Revista de relaciones internacionales estrategia y seguridad,1
Revista de Sociologia e Política,1
Revista de Teologia e Ciências da Religião da UNICAP,1
Revista Digital de Ciencias Penales de Costa Rica,1
Revista Digital de Derecho Administrativo,6
Revista Digital Mundo Asia Pacífico,1
Revista Direito e Práxis,6
Revista Direito GV,11
Revista Direito Mackenzie,2
Revista Direitos Fundamentais & Democracia,3
Revista Direitos Humanos e Democracia,1
Revista Direitos Humanos Fundamentais,1
Revista do Direito,3
REVISTA DO INSTITUTO ADOLFO LUTZ,1
Revista do Instituto de Ciências Penais,18
Revista Electrónica de Derecho de la Universidad de La Rioja (REDUR),1
Revista Electrónica de Derecho Internacional Contemporáneo,1
Revista Electrónica de Direito,1
Revista Electrónica de Estudios Internacionales,1
Revista Eletrônica de Direito Penal e Política Criminal,1
Revista Eletrônica de Direito Processual,4
Revista Eletrônica Direito e Sociedade - REDES,1
Revista Eletrônica do Curso de Direito da UFSM,3
Revista Eletrônica Estudos Hegelianos,1
Revista Española de Ciencia Política,1
Revista Española de Cirugía Ortopédica y Traumatología,1
Revista Española de Derecho Canónico,2
Revista Española de Derecho Constitucional,3
Revista Española de Derecho Europeo,1
Revista Española de Investigación Criminológica,1
Revista Etică și Deontologie,1
Revista Foco,1
Revista Hélade,1
Revista IBERC,1
Revista Ibero-Latinoamericana de seguro,1
Revista Interamericana de Psicología/Interamerican Journal of Psychology,1
REVISTA INTERNACIONAL CONSINTER DE DIREITO,1
Revista Internacional de Sociología,1
Revista Ítalo-española de Derecho procesal,4
Revista Jurídica da FA7,1
Revista Jurídica da Presidência,2
Revista Jurídica da UFERSA,3
Revista Jurídica Digital UANDES,1
Revista Jurídica Mario Alario D´Filippo,1
Revista Jurídica Piélagus,1
Revista Jurídica Portucalense,1
Revista Jurídica Universidad Autónoma de Madrid,2
Revista Justiça do Direito,1
Revista La Propiedad Inmaterial,1
Revista latinoamericana de derecho y religión,1
Revista Mexicana de Ciencias Políticas y Sociales,1
Revista Mexicana de Historia del Derecho,3
