"id","issn_l","issn","display_name","type"
S67357627,"1935-0554","[""1935-0554""]",Journal of Applied Chemistry and Biotechnology,journal
S4210192291,"2405-8378","[""2405-8378"", ""2405-8386""]",Brill Research Perspectives in Family Law in a Global Society,journal
S4306463613,,"[]",Médecine & Hygiène eBooks,ebook platform
S72117940,"0026-3826","[""0026-3826""]",Militärgeschichtliche Zeitschrift,journal
S4210185102,"2032-7528","[""2032-7528""]",Le Point Sur. Psychologie,book series
S4306518367,,"[]",Legal Concept,journal
S4306522257,,"[]",Pensar - Revista de Ciências Jurídicas,journal
S4210227716,"2579-2652","[""2579-2652""]",Scientific Artsakh,journal
S4210236588,"2589-9198","[""2589-9198"", ""2589-9201""]",International Journal of Divination and Prognostication,journal
S4210224344,"2731-5711","[""2731-5711"", ""2731-572X""]",The Holocaust and its contexts,book series
S4386621731,"1727-1584","[""1727-1584"", ""2617-2933""]",Law and Safety,journal
S4386622072,"2739-0330","[""2739-0330""]",Estado de Derecho Rechtsstaat,journal
S4387279231,"2318-5252","[""2318-5252"", ""2525-5754""]",Revista Acadêmica Licencia&acturas,journal
S4387279639,"2764-1899","[""2764-1899""]",Revista Científica do CPJM,journal
S4387279849,"2786-1910","[""2786-1910""]",KözigazgatásTudomány,journal
S4387280129,"2764-6068","[""2764-6068""]",International Journal of Law in Changing World,journal
S4387282861,"2072-0513","[""2072-0513"", ""2072-0521""]",Journal of international law and international relations,journal
S4387283675,"2720-5460","[""2720-5460"", ""2956-6177""]",Kwartalnik Prawa Międzynarodowego,journal
S4387284894,"1829-975X","[""1829-975X""]",Historia,journal
S4387285817,"2748-923X","[""2748-923X""]",Forum,journal
S4387286939,"0860-8539","[""0860-8539""]",Studia Paradyskie,journal
S189991385,"0369-0261","[""0369-0261""]",Mikrochemie,journal
S2764548749,"1474-6913","[""1474-6913"", ""2051-9818""]",Cambridge Historical Journal,journal
S4210235054,"1861-4264","[""1861-4264"", ""1865-9012""]",Zeitschrift für Management,journal
S4210228209,"0175-7415","[""0175-7415""]",Schriftenreihe des Instituts für Kredit- und Finanzwirtschaft,book series
S4210222926,"0178-6261","[""0178-6261""]",Kinderanästhesie,book series
S4306522393,,"[]",PhaoS - Revista de Estudos Clássicos,journal
S2755912513,"0001-7604","[""0001-7604""]",Activitas Nervosa Superior,journal
S114770941,,"[]",Health Policy,journal
S4210213535,"1865-7974","[""1865-7974""]",Edition HWWI,book series
S4210234878,"2813-0405","[""2813-0405""]",Logics,journal
S4306534804,,"[]",Wiley Encyclopedia of Biomedical Engineering,journal
S2754778914,"1550-5952","[""1550-5952""]",Psychiatry,journal
S2764837928,,"[]",Patty's Toxicology,journal
S4210171560,"0044-3131","[""0044-3131"", ""2365-0095""]",Zeitschrift für Morphologie der Tiere,journal
S4306507084,,"[]",Corrosion Handbook,journal
S4306509363,,"[]",Encyclopedia of Industrial Biotechnology,journal
S4306509383,,"[]",Encyclopedia of RF and Microwave Engineering,journal
S4306511873,,"[]",Handbook of Combustion,journal
S4306511888,,"[]",Handbuch der Bodenkunde,journal
S4306514021,,"[]",International Journal of New Technology and Research,journal
S4306517449,,"[]",Kirk-Othmer Encyclopedia of Chemical Technology,journal
S4306532235,,"[]",The International Encyclopedia of Ethics,journal
S4387279512,"1231-1634","[""1231-1634""]",Łódzkie Studia Teologiczne,journal
S4387287441,"2070-1608","[""2070-1608"", ""2710-3838""]",Herald of Polotsk State University Series A Humanity sciences,journal
S4387287444,"0073-277X","[""0073-277X""]",Historyka Studia Metodologiczne,journal
S4389157735,"2695-3951","[""2695-3951""]",ArGaMed,journal
S4390963336,"0001-6632","[""0001-6632""]",Acta Pathologica Japonica,journal
S4393914769,"0365-1436","[""0365-1436""]",Acta Paediatrica,journal
S4393915917,"0786-3012","[""0786-3012""]",Science studies,journal
S4393917096,"1121-8142","[""1121-8142""]",Forum,journal
S4393917101,"1124-318X","[""1124-318X"", ""1541-8251""]",European Transactions on Telecommunications,journal
S4393917247,"1330-0059","[""1330-0059"", ""1848-8641""]",Napredak,journal
S4220650951,"2535-2245","[""2535-2245"", ""2535-2237""]",Journal of Law and Emerging Technologies,journal
S4210226267,"2702-9344","[""2702-9344""]",Maniculae,journal
S4387289895,"0943-0849","[""0943-0849"", ""2751-5621""]",Namenkundliche Informationen,journal
S4210186619,"2730-9630","[""2730-9630"", ""2730-9649""]","World histories of crime, culture and violence",book series
S4210219120,"1420-2395","[""1420-2395"", ""1660-5764"", ""2624-5477""]",LeGes/Gesetzgebung heute,journal
S4210229878,"2567-1081","[""2567-1081"", ""2749-3679""]",ZfbF-Sonderheft,book series
S4210168802,"2312-1572","[""2312-1572"", ""2313-0482""]",Русская филология Вестник ХНПУ имени Г С Сковороды,journal
S4210216404,"1434-9051","[""1434-9051""]",Springer Praxis & Recht,book series
S4210179758,"0177-2759","[""0177-2759""]",Beiträge zur rechtssoziologischen Forschung,book series
S4210235146,"2784-3904","[""2784-3904""]",Revista Etică și Deontologie,journal
S4210201188,"2662-9666","[""2662-9666"", ""2662-9674""]",Springer commentaries on international and european law,book series
S4210205610,"2661-8109","[""2661-8109"", ""2661-8117""]",Übersetzungskulturen der Frühen Neuzeit,book series
S4387282870,"2145-6321","[""2145-6321"", ""2619-1687""]",Perspectivas,journal
S4210182727,"0366-8320","[""0366-8320""]",Chemische Umschau auf dem Gebiet der Fette Oele Wachse und Harze,journal
S4210187751,"0175-7105","[""0175-7105""]",Bochumer Beiträge zur Unternehmungsführung und Unternehmensforschung,book series
S4210205640,"0035-0958","[""0035-0958"", ""2114-5156""]",Revue critique de droit international privé,journal
S4210219399,"1598-1304","[""1598-1304""]",Public Law Journal,journal
S4306502464,"0210-3001","[""0210-3001"", ""1887-9047"", ""2659-899X""]",Anuario de Derecho Penal y Ciencias Penales,journal
S4210228436,"2625-2791","[""2625-2791"", ""2625-2783""]","Soziales Gedächtnis, Erinnern und Vergessen",book series
S2737033427,"1971-033X","[""1971-033X""]",Rivista di Criminologia Vittimologia e Sicurezza,journal
S4387283621,"2087-510X","[""2087-510X"", ""2828-4968""]",Governance,journal
S4210190904,"2523-8426","[""2523-8426"", ""2523-8434""]",Rekonstruktive Sozialisationsforschung,book series
S4210235962,"2631-1232","[""2631-1232""]",DÍKÉ,journal
S4210220498,"2749-9804","[""2749-9804""]",Schmalenbach IMPULSE,journal
S4306487580,,"[]",Fondazione Bologna University Press eBooks,ebook platform
S4386621732,"2311-2425","[""2311-2425"", ""2412-2491""]",Studia Philologica,journal
S4393917362,"1435-6015","[""1435-6015"", ""1860-4633"", ""1865-5114""]",Zeitschrift für Klein- und Mittelunternehmen/Zeitschrift für KMU und Entrepreneurship,journal
S4393919425,"2747-3910","[""2747-3910"", ""2747-3902""]",Einsichten,journal
S4210191210,"2683-443X","[""2683-443X""]",Revija Kopaonicke skole prirodnog prava,journal
S4210177786,"2164-5663","[""2164-5663"", ""2164-5639""]",Advances in Porous Flow,journal
S4210177099,"2662-6721","[""2662-6721"", ""2567-8884""]",Recht Innovativ,journal
S4210175617,"2449-9005","[""2449-9005"", ""1899-4601""]",Studia z zakresu nauk prawnoustrojowych Miscellanea,journal
S4210199087,"2587-9723","[""2587-9723""]",Legal Science in China and Russia,journal
S4210207356,"0933-9183","[""0933-9183""]",Schriftenreihe für Del inquenzpädagogik und Rechtserziehung,book series
S4210222168,"1226-3753","[""1226-3753""]",Journal of American Studies,journal
S4210173528,"1976-4324","[""1976-4324""]",Ilkam Real Estate Law Review,journal
S4210177618,"1985-8000","[""1985-8000"", ""2535-9967""]",Journal of Law,journal
S4210190218,"2232-7339","[""2232-7339"", ""2303-4653""]",ГОДИШЊАК ПРАВНОГ ФАКУЛТЕТА У ИСТОЧНОМ САРАЈЕВУ,journal
S4210226498,"2183-5799","[""2183-5799"", ""2183-5705""]",Revista Jurídica Portucalense,journal
S4210178597,"1519-9800","[""1519-9800""]",Acta Científica Ciências Humanas,journal
S2764808976,"1598-9364","[""1598-9364""]",The Journal of Korean Nietzsche-Society,journal
S4210189031,"1128-8221","[""1128-8221"", ""2465-0242""]",Dike - Rivista di Storia del Diritto Greco ed Ellenistico,journal
S4210168419,"0253-410X","[""0253-410X""]",Proceedings / Indian Academy of Sciences,journal
S4210185018,"1018-9556","[""1018-9556""]",Pharos Journal of Theology,journal
S4210202304,"2057-3189","[""2057-3189""]",Journal of Global Security Studies,journal
S4210210144,"1234-981X","[""1234-981X""]",European Review,journal
S4210211183,"2145-9355","[""2145-9355""]",Revista de Derecho Uninorte,journal
S4210212896,"1854-8377","[""1854-8377""]",Javnost - The Public,journal
S4210218139,"2687-4113","[""2687-4113""]",Annales de la Faculté de Droit d’Istanbul,journal
S4210222010,"2356-4164","[""2356-4164""]",Jurnal Komunikasi Hukum (JKH),journal
S4210228839,"1517-2120","[""1517-2120""]",Dimensões,journal
S4210229715,"1413-2117","[""1413-2117""]",Novos Estudos Jurí­dicos,journal
S4210230403,"1609-1620","[""1609-1620""]",PAHTEI-Procedings of Azerbaijan High Technical Educational Institutions,journal
S4210237726,"2222-5617","[""2222-5617""]",The Journal of V N Karazin Kharkiv National University Series Physics,journal
S4387281599,"2306-7608","[""2306-7608"", ""2810-8396""]",Revista Peruana de Ciencias Penales,journal
S4387282079,"1314-8087","[""1314-8087"", ""2682-969X""]",Yearbook of the Law Department,journal
S4387282112,"2953-7819","[""2953-7819""]",Studies in Oriental Sources,journal
S4387283478,"0524-899X","[""0524-899X"", ""2939-6263""]",Annales Universitatis Scientiarum Budapestinensis de Rolando Eötvös Nominatae Sectio iuridica,journal
S4387283684,"2677-0512","[""2677-0512"", ""2732-1754""]",Macedón Tudományos és Kulturális Közlemények,journal
S4387284050,"0237-7284","[""0237-7284""]",Jogtörténeti Szemle,journal
S4387284831,"2958-3969","[""2958-3969""]",CABI Compendium,journal
S4387290982,"2063-6253","[""2063-6253"", ""2786-152X""]",In Medias Res,journal
S4387291262,"0851-2914","[""0851-2914""]",Identity Culture and Politics,journal
S4387291565,"1829-0833","[""1829-0833""]",Մերձավոր Արևելք Պատմություն քաղաքականություն մշակույթ,journal
S4390296795,"0798-9202","[""0798-9202""]",Revista CENIPEC,journal
S4390297119,"1306-3839","[""1306-3839""]",Erciyes Üniversitesi Hukuk Fakültesi Dergisi,journal
S4394735549,"0019-5421","[""0019-5421""]",Indian Journal of Otolaryngology and Head & Neck Surgery,journal
S4394736539,"2448-7902","[""2448-7902""]",Revista de Derecho Privado,journal
S4394736552,"2738-2605","[""2738-2605""]",Bulletin of Yerevan University C Jurisprudence,journal
S4210220670,"2784-8663","[""2784-8663""]",Fenestella Inside Medieval Art,journal
S4210222500,"2707-4846","[""2707-4846"", ""2708-8359""]",Journal of Human Sciences,journal
S4210231291,"1935-9209","[""1935-9209"", ""1938-3649""]",Minerva Journal of Women and War,journal
S4387286501,"2785-2652","[""2785-2652"", ""2784-9155""]",Specula Iuris,journal
S4210193202,"1615-4967","[""1615-4967""]",Springer notes Rechtswissenschaft,book series
S4210238091,"0936-028X","[""0936-028X""]",Forum Arbeits- und Sozialrecht,book series
S4210177941,"2191-4583","[""2191-4583"", ""2512-6911""]",Göttinger Schriften zum öffentlichen Recht,ebook platform
S154574157,"0942-6035","[""0942-6035"", ""1439-3840""]",intensiv,journal
S4210202887,"0719-210X","[""0719-210X"", ""0719-482X""]",Revista Tribuna Internacional,journal
S4210186678,"0354-3501","[""0354-3501"", ""2683-5592""]",Pravo i privreda,journal
S4210221749,"1336-9148","[""1336-9148"", ""2453-7845""]",Acta historica Neosoliensia,journal
S4210196192,"1451-3188","[""1451-3188""]",Evropsko zakonodavstvo,journal
S4210223496,"2210-8823","[""2210-8823"", ""2724-1564""]",Lexis,journal
S4386621862,"2757-7317","[""2757-7317""]",Havacılık ve Uzay Çalışmaları Dergisi,journal
S4210226190,"1339-5467","[""1339-5467""]",Societas et iurisprudentia,journal
S4387278339,"1727-8449","[""1727-8449"", ""2311-8962""]",An-Najah University Journal for Research - B (Humanities),journal
S4387279330,"1576-6454","[""1576-6454"", ""2794-0055""]",Salduie,journal
S4387285187,"2521-5345","[""2521-5345""]",Journal of Anti-Corruption Law,journal
S4387290166,"0004-1270","[""0004-1270""]",Arhiv za pravne i drustvene nauke,journal
S4387997558,"2788-9203","[""2788-9203""]",The Payam-e-Marefat-Kabul Education University,journal
S4390296576,"2995-6129","[""2995-6129""]",Cultural Landscape Insights,journal
S4210200226,"2571-8118","[""2571-8118""]",Global Europe – Basel Papers on Europe in a Global Perspective,journal
S4387281056,"2445-2688","[""2445-2688""]",Diálogos Jurídicos,journal
S4387290660,"0130-0113","[""0130-0113""]",Lomonosov Law Journal,journal
S4387997577,"1588-080X","[""1588-080X""]",Jogelméleti Szemle,journal
S4390297207,"0210-7570","[""0210-7570"", ""2014-850X""]",Faventia,journal
S4210209625,"1434-7849","[""1434-7849"", ""2699-1519""]",Freie Assoziation,journal
S4387284568,"0864-960X","[""0864-960X"", ""2677-156X""]",Múltunk,journal
S4387285492,"1011-730X","[""1011-730X""]",Adalet Dergisi,journal
S4387290380,"2313-7851","[""2313-7851""]",Russian Law Journal,journal
S4387291479,"2233-3746","[""2233-3746"", ""2720-782X""]",Journal of Law,journal
S4387292587,"1999-9917","[""1999-9917"", ""2687-1238""]",Man crime and punishment,journal
S4387997460,"1390-8863","[""1390-8863"", ""2737-6133""]",Revista Cálamo,journal
S4210216748,"2524-8731","[""2524-8731"", ""2524-874X""]",Pädagogische Professionalität und Migrationsdiskurse,book series
S48701664,,"[]",Acta Neurochirurgica,journal
S4210231599,"2445-2378","[""2445-2378""]",Mediterranea International Journal on the Transfer of Knowledge,journal
S4210235937,"0578-9745","[""0578-9745""]",Annales de la Faculté de Droit d’Istanbul,journal
S4210188592,"1809-192X","[""1809-192X"", ""2675-5874""]",Revista do Instituto de Ciências Penais,journal
S4210193072,"2199-742X","[""2199-742X"", ""2199-7438""]","LIDC contributions on antitrust law, intellectual property and unfair competion",book series
S4210177945,"2222-5250","[""2222-5250""]",Kraêznavstvo,journal
S4210199439,"2557-8839","[""2557-8839""]",RursuSpicae,journal
S4210222882,"1980-0096","[""1980-0096""]",Revista Ágora,journal
S4387281803,"2771-2907","[""2771-2907""]",Journal of Education Humanities and Social Sciences,journal
S4387286839,"1476-5276","[""1476-5276"", ""2832-7861""]",Crusades,journal
S4210176584,"2533-2414","[""2533-2414"", ""2612-7997""]",Edizioni dell'Istituto papirologico G.Vitelli/Edizioni dell'Istituto papirologico G. Vitelli,book series
S4210216262,"2031-8502","[""2031-8502""]",Mnemosyne,journal
S4210170670,"2524-8197","[""2524-8197"", ""2524-8200""]",Abhandlungen zur Medien- und Kulturwissenschaft,book series
S4210232269,"0367-1666","[""0367-1666"", ""2187-0152""]",Folia anatomica Japonica/Folia Anatomica Japonica,journal
S4210187516,"0947-9856","[""0947-9856""]",Verwaltung & Management,journal
S4306510363,,"[]",Faventia,journal
S4306519083,,"[]",Mainake,journal
S4210224071,"2030-3068","[""2030-3068"", ""2406-5838""]",Europa Sacra,book series
S4210196118,"0255-769X","[""0255-769X""]",Management-Forum,book series
S4210176308,"2629-6381","[""2629-6381"", ""2629-6373""]",Stadtforschung aktuell,book series
S4306486251,,"[]",Braun-Verlag eBooks,ebook platform
S4210195512,"2147-8376","[""2147-8376"", ""2149-7966""]",Uyuşmazlık Mahkemesi Dergisi,journal
S4210222557,"2300-3936","[""2300-3936"", ""2720-2445""]",Studia Prawa Publicznego,journal
S4306535553,,"[]",Zeitschrift für Arbeitswissenschaft,journal
S2764730332,"2168-5703","[""2168-5703"", ""2168-5711""]",Climate Change Research Letters,journal
S4306519197,,"[]",Manuscrits: Revista d'història moderna,journal
S4306522732,,"[]",Polis: revista de ideas y formas políticas de la Antigüedad Clásica,journal
S4210172628,"0029-2176","[""0029-2176"", ""1504-2979""]",Norsk Teologisk Tidsskrift,journal
S4306504378,,"[]",Biographies | European Encyclopedia of Law,journal
S4210223405,"2196-7261","[""2196-7261""]",Zeitschrift für Didaktik der Rechtswissenschaft,journal
S119257654,"0350-185X","[""0350-185X"", ""2406-0763""]",Juznoslovenski filolog,journal
S4210167944,"2084-5065","[""2084-5065""]",Nowa Kodyfikacja Prawa Karnego,journal
S4210215127,"1302-4868","[""1302-4868"", ""2146-1708""]",Hacettepe hukuk fakültesi dergisi,journal
S4306520418,,"[]",Myrtia: Revista de filología clásica,journal
S2764563417,"2330-1732","[""2330-1732"", ""2330-1724""]",Open Journal of Natural Science,journal
S4210188608,"0524-4544","[""0524-4544""]",Prawo,journal
S4210223957,"2510-4756","[""2510-4756"", ""2510-4748""]",Politik und Religion,book series
S2764638631,"0453-4786","[""0453-4786""]",Keizaigakushi Gakkai nenpo/Keizaigakushi Gakkai nempō,journal
S4306517828,,"[]",Krakowskie Studia z Historii  Państwa i Prawa,journal
S4210228901,"2310-3817","[""2310-3817"", ""2500-0721""]",Stasis,journal
S4306528603,"1720-3694","[""1720-3694"", ""2039-9677""]",Rivista di diritto romano,journal
S2764711521,"2225-6555","[""2225-6555""]",Theory and practice of jurisprudence,journal
S4210193376,"2733-6441","[""2733-6441"", ""2733-645X""]",The Journal of Korean Academy of Physical Therapy Science,journal
S4210178221,"2450-8446","[""2450-8446"", ""2450-8454""]",Rocznik Lituanistyczny,journal
S4210174052,"2516-1156","[""2516-1156"", ""2516-1164""]",Ancient Philosophy Today,journal
S4306521488,,"[]",Öneri Dergisi,journal
S4210217433,"2532-6848","[""2532-6848""]",Axon,journal
S4210183507,"2626-0379","[""2626-0379"", ""2626-0387""]","Wissen, Kommunikation und Gesellschaft",book series
S4306518749,"0208-4228","[""0208-4228""]",LINGUISTICA SILESIANA,journal
S4210208534,"1738-5903","[""1738-5903"", ""2733-9912""]",KYUNGPOOK NATIONAL UNIVERSITY LAW JOURNAL,journal
S4210224677,"2145-194X","[""2145-194X"", ""2745-1690""]",Perspectivas en Inteligencia,journal
S4210231990,"2509-3401","[""2509-3401"", ""2509-3398""]",Wasser: Ökologie und Bewirtschaftung/Wasser: Ökologie und Bewirtschaftung,book series
S4210199777,"2449-8491","[""2449-8491"", ""2082-4459""]",Acta Humana,journal
S4306517935,,"[]",Kwartalnik Prawo-Społeczeństwo-Ekonomia,journal
S4306519024,,"[]",Magallánica : revista de historia moderna,journal
S4210223216,"2412-6446","[""2412-6446"", ""2782-442X""]",Slavic World in the Third Millennium,journal
S4210202840,"2734-6226","[""2734-6226"", ""2734-7095""]",Erdélyi Jogélet,journal
S4210216582,"0175-7067","[""0175-7067""]",Besteuerung der Unternehmung,book series
S4210207527,"2625-8757","[""2625-8757"", ""2625-8749""]",Globale politische Ökonomie,book series
S4210238774,"2524-3608","[""2524-3608"", ""2524-3616""]",Contradiction studies,book series
S4306535623,,"[]",Zeitschrift für öffentliches Recht,journal
S4306519738,,"[]","Memòries de la Reial Acadèmia Mallorquina d'Estudis Genealògics, Heràldics i Històrics",journal
S4210199097,"2675-1038","[""2675-1038"", ""2675-3707""]",HUMANITIES AND RIGHTS | GLOBAL NETWORK JOURNAL,journal
S2764478334,,"[]",Journal of the Australasian Universities Language and Literature Association,journal
S4210187969,"2275-9131","[""2275-9131"", ""2276-397X""]",Perspective,journal
S4210236861,"2687-0754","[""2687-0754""]",Kavkaz-forum,journal
S4210211985,"2763-7867","[""2763-7867"", ""2763-8839""]",Suprema - Revista de Estudos Constitucionais,journal
S4220650967,"2661-8370","[""2661-8370"", ""2661-8389""]",Kriminalität in Literatur und Medien,book series
S4210204304,"2184-6219","[""2184-6219""]",ULP Law Review,journal
S4210207303,"2340-5155","[""2340-5155""]",AIS Ars Iuris Salmanticensis,journal
S4210213693,"2709-5886","[""2709-5886""]",European Journal of Sociology,journal
S4210215548,"2687-2749","[""2687-2749""]",Oksident,journal
S4210173262,"1229-9545","[""1229-9545"", ""2733-4082""]",The Historical Journal,journal
S4210216971,"0945-2753","[""0945-2753""]",Industrielle Beziehungen Zeitschrift für Arbeit Organisation und Management,journal
S4210175946,"1679-5393","[""1679-5393"", ""2237-907X""]",Revista de Teologia e Ciências da Religião da UNICAP,journal
S4210229370,"2405-576X","[""2405-576X"", ""2405-5778""]",Brill Research Perspectives in International Investment Law and Arbitration,journal
S4393919424,"2747-3848","[""2747-3848"", ""2747-383X""]","1800 - 2000",journal
S4306523473,,"[]",Proceedings of Mensch und Computer 2019,journal
S4306523739,,"[]","Proceedings of the 2nd International Conference of Law, Government and Social Justice (ICOLGAS 2020)",conference
S4387278817,"2085-0085","[""2085-0085"", ""2685-5151""]",Jurnal Manajemen dan Kewirausahaan,journal
S4387283001,"0034-9372","[""0034-9372"", ""2660-9541""]",Revista Española de Derecho Canónico,journal
S4387284133,"2027-8101","[""2027-8101"", ""2619-5232""]",Cuaderno activa,journal
S4387286536,"1863-155X","[""1863-155X"", ""2698-9239""]",Kochia,journal
S4387287770,"2808-2591","[""2808-2591""]",The Indonesian Journal of Socio-Legal Studies,journal
S4387288385,"0149-5712","[""0149-5712"", ""2836-7103""]",Maarav,journal
S4387289049,"1124-1268","[""1124-1268"", ""2611-318X""]",Studi di storia medioevale e di diplomatica - Nuova Serie,journal
S4387290050,"2215-6704","[""2215-6704""]",Revista Digital de Ciencias Penales de Costa Rica,journal
S4387291837,"0774-8396","[""0774-8396"", ""2295-2802""]",Handelingen van de Koninklijke Commissie voor Toponymie en Dialectologie,journal
S4387292752,"2959-4081","[""2959-4081""]",The Scientific Journal of the Observatory of Mediterranean Basin,journal
S4393917180,"1210-3861","[""1210-3861""]",Czech Sociological Review,journal
S4393919589,"2786-1538","[""2786-1538""]",Bölcsészettudományi Kutatóközpont Magyar Őstörténeti Kutatócsoport kiadványok,journal
S4394708431,"0933-422X","[""0933-422X""]",Pädagogik,journal
S4210180048,"2567-3521","[""2567-3521"", ""2567-3513""]",Akademie im Gespräch,ebook platform
S4210223902,"1806-1125","[""1806-1125""]",Leviathan,journal
S4210170726,"0071-7975","[""0071-7975""]",Fortschritte der Urologie und Nephrologie,book series
S4210209617,"0408-8182","[""0408-8182""]",Beiträge zur betriebswirtschaftlichen Forschung,book series
S4210221402,"0945-1382","[""0945-1382""]",Hefte zur Zeitschrift Der Unfallchirurg,book series
S4210211776,"1431-4630","[""1431-4630"", ""1432-2331""]",Zeitschrift für Lebensmittel-Untersuchung und -Forschung,journal
S4210202566,"0394-2864","[""0394-2864"", ""1972-5043""]",PSICOTERAPIA E SCIENZE UMANE,journal
S4210218922,"0342-5843","[""0342-5843""]",Zeitschrift für Verbraucherpolitik,journal
S4210181088,"0172-5505","[""0172-5505"", ""2196-8764""]",Musiktherapeutische Umschau,journal
S4306510062,,"[]",Études rurales,journal
S4210173208,"2193-8806","[""2193-8806"", ""2196-1662""]",HiBiFo – Haushalt in Bildung & Forschung,journal
S4210178624,"0391-6987","[""0391-6987"", ""1972-5515""]",SOCIETÀ E STORIA,journal
S44270123,,"[]",Phoenix,journal
S4210212725,"0440-2030","[""0440-2030""]",Handbuch der Lebensmittelchemie,book series
S4210237453,"1615-7303","[""1615-7303""]",Informationstechnik,book series
S4210181408,"2033-883X","[""2033-883X"", ""2565-9987""]",Publications of the journal of Medieval Latin,book series
S4306508100,,"[]",Direito UNIFACS – Debate Virtual,journal
S4210229545,"2445-0669","[""2445-0669""]",Revista de Estudios Kantianos,journal
S4210222712,"0867-1370","[""0867-1370""]",Studia Podlaskie,journal
S4306467180,,"[]",Casa de Velázquez eBooks,ebook platform
S4210231875,"1431-0864","[""1431-0864""]",Beiträge zur Unternehmensplanung,book series
S4306508217,,"[]","dms – der moderne staat – Zeitschrift für Public Policy, Recht und Management",journal
S4210200380,"2161-0878","[""2161-0878"", ""2161-086X""]",Hans Journal of Nanotechnology,journal
S4306534741,,"[]",Wiadomości Archeologiczne,journal
S4210168111,"0137-7264","[""0137-7264""]",Wiadomości Ubezpieczeniowe,journal
S4210213841,"1431-4045","[""1431-4045""]",Gesundheitssystemforschung,book series
S4210238712,"2569-2135","[""2569-2135"", ""2569-2127""]",Perspektiven Sozialwirtschaft und Sozialmanagement,book series
S4210188655,"0765-0590","[""0765-0590"", ""2264-1459""]",Kentron,journal
S4210240474,"0932-4682","[""0932-4682""]",INSTAND-Schriftenreihe,book series
S4210229239,"0081-7147","[""0081-7147"", ""2451-1331""]",Studia Źródłoznawcze Commentationes,journal
S4210185961,"2523-742X","[""2523-742X"", ""2523-7438""]",Energietransformation,book series
S4210189977,"2083-4373","[""2083-4373"", ""2545-3181""]",Acta Iuris Stetinensis,journal
S2764809535,"1598-5210","[""1598-5210"", ""2733-9939""]",Journal of Law and Politics research,journal
S195651877,"0937-1478","[""0937-1478"", ""1521-3811""]",Lebensmittelchemie,journal
S2764990246,"1226-0886","[""1226-0886""]",HUFS Law Review,journal
S4210216230,"2192-6182","[""2192-6182"", ""2193-8970""]",Acatech-Diskussion,book series
S4210227792,"2523-7608","[""2523-7608"", ""2523-7616""]",Forum für Verwaltungs‐ und Polizeiwissenschaft,book series
S4210187431,"1129-6437","[""1129-6437"", ""1972-5582""]",RIVISTA SPERIMENTALE DI FRENIATRIA,journal
S4210235685,"0172-0651","[""0172-0651""]",Verhandlungen der Gesellschaft Deutscher Naturforscher und Ärzte,book series
S4210173364,"0533-2451","[""0533-2451"", ""2052-8531""]",New Surveys in the Classics,journal
S4210219910,"1975-5945","[""1975-5945"", ""2733-8487""]",The Journal of Intellectual Property,journal
S4306417869,,"[]",Business Informatics Research,conference
S4306464058,,"[]",Universidad Autónoma de Madrid eBooks,ebook platform
S4210195640,"2399-2875","[""2399-2875""]",Europe and the World A law review,journal
S36953782,"0041-0608","[""0041-0608"", ""2768-0231""]",Tradition - A Journal of Orthodox Jewish Thought,journal
S2736532880,,"[]",Applied Sciences,journal
S4210235112,"0369-8394","[""0369-8394""]",Praxis,journal
S4210210838,"0944-887X","[""0944-887X""]",Studien und Materialien zum Straf- und Massregelvollzug,book series
S4210192849,"2198-0209","[""2198-0209""]",Zeitschrift für philosophische Literatur,journal
S4210226062,"0209-3472","[""0209-3472"", ""2451-2273""]",Poznańskie Studia Teologiczne,journal
S4210177073,"2627-6011","[""2627-6011"", ""2627-602X""]","Religion, spirituality and health: a social scientific approach",book series
S2764901001,"1976-5169","[""1976-5169""]",Seoul Law Review,journal
S4210180707,"2275-9190","[""2275-9190"", ""2276-4054""]",Perspective,journal
S4210170134,"1761-4961","[""1761-4961"", ""2295-970X""]",Pecia,journal
S4210198539,"1869-1153","[""1869-1153"", ""1869-1161""]","MPI studies on intellectual property, competition and tax law",book series
S4210170094,"2566-8390","[""2566-8390"", ""2566-8846""]",Politologische Aufklärung - konstruktivistische Perspektiven,book series
S4210197733,"2196-8403","[""2196-8403"", ""2657-6252""]",Convivium Germanistisches Jahrbuch Polen,journal
S4210186672,"2224-9494","[""2224-9494"", ""2782-3938""]",Bulletin of Science and Research Center of Construction,journal
S4210235167,"2703-125X","[""2703-125X"", ""2703-1268""]",Postmigrantische Studien,book series
S102497804,,"[]",Acta Histochemica,journal
S4210207162,"1883-6976","[""1883-6976""]",Jikken igaku zasshi,journal
S4306502493,"1134-9492","[""1134-9492"", ""1697-5723"", ""1697-9699"", ""1888-3214""]",Anuario de la Facultad de Derecho/Anuario de la Facultad de Derecho de Alcalá de Henares,journal
S2764728305,,"[]",Studies in Church History. Subsidia,journal
S4210214048,"2675-8431","[""2675-8431""]",Revista Brasileira de Pesquisas Jurídicas (Brazilian Journal of Law Research),journal
S4210180164,"1613-8686","[""1613-8686"", ""2512-3718""]",Bibliothek des Eigentums,book series
S4210200763,"1989-6425","[""1989-6425""]",Librosdelacorte es,journal
S4306510657,"0015-5675","[""0015-5675""]",Folia Orientalia,journal
S4210196277,"2163-1468","[""2163-1468"", ""2163-145X""]",Hans Journal of Data Mining,journal
