"source_id","display_name","works_count","cited_by_count","law_and_de","source_type"
S4210200086,Institute of Legal Myongji University,82,0,3,journal
S4210200097,Zeitschrift für Planung & Unternehmenssteuerung,205,898,6,journal
S4210200141,Schmerzmedizin,2209,312,56,journal
S4210200202,Vergleichende Politikwissenschaft,203,168,6,book series
S4210200226,Global Europe – Basel Papers on Europe in a Global Perspective,87,29,14,journal
S4210200310,THE JOURNAL OF THE STOMATOLOGICAL SOCIETY JAPAN,4419,4293,1,journal
S4210200323,IT kompakt,329,180,38,book series
S4210200366,Tourismus- und HotelleriePraxis/TourHP digital,176,8,12,journal
S4210200384,Revista Electrónica de Direito,218,50,2,journal
S4210200427,JOT Journal für Oberflächentechnik,7076,662,137,journal
S4210200489,Lingwistyka Stosowana,129,117,1,journal
S4210200518,Wochenschau Sek I+II,51,15,2,journal
S4210200522,Berliner entomologische Zeitschrift,3547,5732,20,journal
S4210200704,Hebammen Wissen,360,8,7,journal
S4210200720,Zukunftsfähige Unternehmensführung in Forschung und Praxis,82,34,4,book series
S4210200727,Afwikkeling Personenschade,104,0,1,journal
S4210200749,Die Balint-Gruppe in Klinik und Praxis,125,96,1,book series
S4210200754,Angewandte Chemie,132226,1637761,7,journal
S4210200757,Baltic Yearbook of International Law Online,320,443,1,journal
S4210200802,"Gesellschaftskritische Literatur - Texte, Autoren und Debatten",412,114,1,book series
S4210200824,Comparative Legal History,296,606,1,journal
S4210200841,Language and Culture,265,133,1,journal
S4210200867,Gerechter Frieden,119,55,8,book series
S4210200894,FOM-Edition,908,745,77,book series
S4210200901,Praktiken der Subjektivierung,397,194,8,book series
S4210200944,MedienWirtschaft,933,580,50,journal
S4210200988,Jurnal Elektronika Listrik Telekomunikasi Komputer Informatika Sistem Kontro (J-Eltrik),61,38,1,journal
S4210201057,Biomedical and Translational Science,44,17,1,journal
S4210201077,Populäres Mittelalter,111,0,2,book series
S4210201167,Littera Scripta,229,263,1,journal
S4210201221,Springer Reference Medizin,14641,16535,71,book series
S4210201359,Schweizer Gastroenterologie,136,14,1,journal
S4210201377,Das Bild vom Menschen und die Ordnung der Gesellschaft,125,30,1,book series
S4210201388,Studien der NRW School of Governance,94,23,4,book series
S4210201404,Zeitschrift für Konfliktmanagement,1830,483,362,journal
S4210201413,GesundheitsRecht,3955,432,630,journal
S4210201457,Medien & Kommunikationswissenschaft,2673,12162,56,journal
S4210201502,USSR Computational Mathematics and Mathematical Physics,5557,56567,1,journal
S4210201536,Zeitschrift für das Privatrecht der Europäischen Union,584,67,248,journal
S4210201557,Orbis,181,306,1,journal
S4210201560,Zeitschrift für Pflanzenernährung und Düngung B Wirtschaftlich-praktischer Teil,584,557,1,journal
S4210201598,Kriminologische und sanktionenrechtliche Forschungen,8,11,1,ebook platform
S4210201620,Zeitschrift für die gesamte Neurologie und Psychiatrie,6005,47745,27,journal
S4210201627,Problemata,819,211,1,journal
S4210201682,Verständliche Wissenschaft,1955,2166,8,book series
S4210201720,JuKiP - Ihr Fachmagazin für Gesundheits- und Kinderkrankenpflege,1150,204,43,journal
S4210201742,Royal Australian Planning Institute Journal,1294,940,1,journal
S4210201798,Public history - angewandte Geschichte,541,10,11,book series
S4210201808,Rassegna iberistica,2905,263,1,journal
S4210201819,Revista Brasileira de Direito,487,289,2,journal
S4210201849,Archiv für Tierernaehrung,3341,22008,3,journal
S4210201851,SUCHT - Zeitschrift für Wissenschaft und Praxis / Journal of Addiction Research and Practice,1843,6183,4,journal
S4210201855,Lexicographica - International Annual for Lexicography / Internationales Jahrbuch für Lexikographie,856,1645,3,journal
S4210201878,Administrative law and process,218,122,1,journal
S4210201932,LaboratoriumsMedizin,4112,3871,74,journal
S4210201938,Archaeologia Austriaca,321,644,1,journal
S4210201940,Rhetorik,657,308,27,journal
S4210201953,Philosophical Studies,2179,31827,1,journal
S4210201963,The Journal of Philosophy Psychology and Scientific Methods,2217,30918,2,journal
S4210202031,Der Urologe,5896,18388,30,journal
S4210202034,PerinatalMedizin,103,120,2,journal
S4210202133,Kompass Autoimmun,332,5,3,journal
S4210202147,à jour! Psychotherapie-Berufsentwicklung,540,13,10,journal
S4210202148,Blinden- und Sehbehindertenpädagogik im Kontext Lebenslangen Lernens,24,3,1,journal
S4210202196,UmweltMagazin,711,61,29,journal
S4210202210,Medienwissen kompakt,49,15,2,book series
S4210202286,Zeitschrift f？r Deutsche Sprache und Literatur,694,11,8,journal
S4210202292,Springers Handbücher der Rechtswissenschaft,302,138,150,book series
S4210202309,Jahrbuch für Wirtschaftsgeschichte / Economic History Yearbook,3902,2812,72,journal
S4210202319,Bulletin de la Société d égyptologie Genève,108,25,1,journal
S4210202321,Lettre,5441,162,69,book series
S4210202357,Annales de Géographie,14746,16521,3,journal
S4210202374,Das Bürgerliche Recht - Habilitationen,3,4,3,ebook platform
S4210202375,Zfk - Zeitschrift für Kulturwissenschaften,524,510,11,journal
S4210202434,European Employment Law Cases,1140,203,4,journal
S4210202553,Schriften zum Völkerrecht,91,311,25,ebook platform
S4210202560,Archiv für Psychiatrie und Nervenkrankheiten,6461,67486,17,journal
S4210202567,VIERTELJAHRSSCHRIFT FÜR WISSENSCHAFTLICHE PÄDAGOGIK,6179,3063,121,journal
S4210202675,Wege zur Sozialversicherung,1143,34,281,journal
S4210202737,Critical studies in media and communication,581,273,8,book series
S4210202772,Vestnik Permskogo nacional’nogo issledovatel’skogo politehničeskogo universiteta Social’no-èkonomičeskie nauki,551,252,1,journal
S4210202832,Disability studies,274,394,3,book series
S4210202879,Deutsche Hydrographische Zeitschrift,1608,10093,2,journal
S4210202881,Multilingua,1695,16181,1,journal
S4210202896,Tijdschrift voor Herstelrecht,634,223,12,journal
S4210202925,International Journal of Physical Education,606,526,2,journal
S4210202933,FinanzRundschau,2219,84,476,journal
S4210202952,Business-Engineering,310,1545,6,book series
S4210202988,ACC Journal,248,145,1,journal
S4210203063,Arbeit und Organisation,228,18,4,book series
S4210203105,Call Center Profi,1440,77,35,journal
S4210203131,Prolog,379,22,1,journal
S4210203179,THE KOREAN SOCIETY OF LAW AND MEDICINE,429,57,2,journal
S4210203205,Grundlehren der mathematischen Wissenschaften,2228,137581,2,book series
S4210203212,Nuncius,5903,2865,1,journal
S4210203270,Managementforschung,163,1689,1,book series
S4210203277,Revue des Études Anciennes,11026,16582,24,journal
S4210203291,Psychotherapie im Alter,418,275,4,journal
S4210203311,Gerundium,320,40,1,journal
S4210203334,Wonkwang University Legal Research Institute,973,67,53,journal
S4210203370,Hoppe-Seyler´s Zeitschrift für physiologische Chemie,13749,183147,12,journal
S4210203371,Klinische Wochenschrift,33891,207548,95,journal
S4210203378,RW,500,456,239,journal
S4210203432,supervision,339,66,4,journal
S4210203459,XX Die Zeitschrift für Frauen in der Medizin,266,20,2,journal
S4210203486,Studia nad Rodziną,171,124,1,journal
S4210203487,SCRIPTed A Journal of Law Technology & Society,531,3428,1,journal
S4210203532,Studien zur Mobilitäts- und Verkehrsforschung/Studien zur Mobilitäts- und Verkehrsforschung,67,34,4,book series
S4210203535,Kunst- und Designwissenschaft,106,0,5,book series
S4210203546,Zeitschrift für Die Gesamte Experimentelle Medizin,777,6048,2,journal
S4210203556,Nederlands tijdschrift voor Europees recht,1108,405,3,journal
S4210203572,Studien zum vergleichenden Privatrecht,2,0,2,ebook platform
S4210203573,Kirche und Milieu,96,3,1,book series
S4210203586,Kulturen der Gesellschaft,993,265,14,book series
S4210203589,"Medizin, Kultur, Gesellschaft",98,0,4,book series
S4210203627,Praxis Handreha,216,26,1,journal
S4210203656,"Technikzukünfte, Wissenschaft und Gesellschaft",131,459,1,book series
S4210203664,Geistes- sozial- und kulturwissenschaftlicher Anzeiger,197,135,8,journal
S4210203675,Zeitschrift für Steuerstrafrecht und Steuerverfahren,230,2,102,journal
S4210203686,Informationstechnologien für die Praxis,38,20,4,book series
S4210203699,körper – tanz – bewegung,334,54,1,journal
S4210203801,Roczniki Historyczne,568,399,3,journal
S4210203825,Daseinsanalyse,419,160,6,journal
S4210203836,Kirche und Israel,148,76,1,journal
S4210203883,"Technik, Wirtschaft und Politik",524,1166,16,book series
S4210203931,Bibliothek des Bank- und Kapitalmarktrechts,66,15,27,book series
S4210204013,Studia Prawnicze / The Legal Studies,1639,189,21,journal
S4210204037,Tijdschrift voor Klachtrecht,212,7,1,journal
S4210204127,European Studies Review,584,1161,2,journal
S4210204188,Revista Derecho del Estado,535,646,1,journal
S4210204190,Studia Maritima,155,12,1,journal
S4210204225,Deutsche Zeitschrift für Chirurgie,8424,33715,24,journal
S4210204282,Zbornik Pravnog fakulteta u Zagrebu,1466,538,118,journal
S4210204411,Bulletin of the American Mathematical Society,8560,58545,2,journal
S4210204414,Sozialwissenschaften und Berufspraxis,556,1531,17,journal
S4210204450,Historisch-Politische Mitteilungen,564,255,1,journal
S4210204489,Bibliothek des Wirtschaftsrechts,31,9,19,book series
S4210204490,Edition innovative Verwaltung,163,50,10,book series
S4210204555,German Journal of Agricultural Economics,841,163,2,journal
S4210204556,Centaurus Paper Apps,28,6,1,book series
S4210204607,Europarecht,1246,1543,786,journal
S4210204608,Grand Street,2214,1954,1,journal
S4210204621,"Krisen-, Sanierungs- und Insolvenzberatung/KSI digital",1086,70,194,journal
S4210204673,Klinik Einkauf,769,309,27,journal
S4210204725,Cahiers du monde russe et soviétique,697,1872,1,journal
S4210204776,Studia musicologica Labacensia,65,11,1,book series
S4210204782,Schriften zum Stiftungs- und Gemeinnützigkeitsrecht,41,2,16,book series
S4210204788,Realitätsbezüge im Mathematikunterricht,147,155,1,book series
S4210204808,Juridicum - Schriften zum Arbeitsrecht,31,8,22,book series
S4210204832,Schriftenreihe zur Alpenkonvention,2,1,2,ebook platform
S4210204895,Edition <kes>,113,64,34,book series
S4210204904,Environmental Law and Policy,235,283,7,journal
S4210204985,Koreanische Zeitschrift fuer Wirtschaftswissenschaften,364,71,1,journal
S4210205133,Der Betriebswirt,417,162,31,journal
S4210205159,PinG Privacy in Germany,728,88,360,journal
S4210205203,Revista da Faculdade de Direito,951,745,7,journal
S4210205207,Kinderanalyse,575,1167,2,journal
S4210205224,Lärmbekämpfung,261,13,5,journal
S4210205249,The Journal of Criminal Law Criminology and Police Science,2447,45025,7,journal
S4210205255,Revista de estudios histórico-jurídicos,1810,997,14,journal
S4210205294,Zeitschrift für Berufs- und Wirtschaftspädagogik,709,1009,14,journal
S4210205295,JEMS Journal of Emergency Medical Services,1080,1173,1,journal
S4210205297,The Geneva papers on risk and insurance,79,112,1,journal
S4210205302,STUDMED,40,6,2,journal
S4210205327,Hegel-Jahrbuch,1332,586,31,journal
S4210205328,HMD Praxis der Wirtschaftsinformatik,1892,4683,93,journal
S4210205341,Zeitschrift für Elektrochemie und angewandte physikalische Chemie,12970,8021,13,journal
S4210205342,Schriften zur Rechtstheorie,98,346,75,ebook platform
S4210205343,International trade statistics yearbook,2608,136,10,book series
S4210205347,Studia Iuridica Toruniensia,543,332,3,journal
S4210205348,Korea Financial Law Association,309,28,1,journal
S4210205438,Ästhetik und Naturwissenschaften,74,187,2,book series
S4210205460,gynäkologie + geburtshilfe,3358,222,56,journal
S4210205521,Der Donauraum,2554,608,6,journal
S4210205623,Zeitschrift für Wahrscheinlichkeitstheorie und Verwandte Gebiete,2030,72684,1,journal
S4210205625,Springers angewandte Informatik,189,165,6,book series
S4210205640,Revue critique de droit international privé,1737,708,17,journal
S4210205653,Sprache und Literatur,776,438,12,journal
S4210205683,Numerische Mathematik,5068,239050,6,journal
S4210205697,MedR. Schriftenreihe Medizinrecht,1290,947,216,book series
S4210205719,Schlaf,272,91,2,journal
S4210205746,Language and Law=Linguagem e Direito,85,96,1,journal
S4210205766,Philosophischer Literaturanzeiger,708,550,12,journal
S4210205831,Verfassung in Recht und Übersee,3888,26751,409,journal
S4210205847,Annalen für Ornithologie,172,133,1,journal
S4210205881,Die steuerliche Betriebsprüfung/Die steuerliche Betriebsprüfung digital,1883,20,636,journal
S4210205906,Zeitschrift für Kristallographie - Crystalline Materials,13691,105098,59,journal
S4210205916,REVISTA ELETRÔNICA DA PGE-RJ,201,57,1,journal
S4210205935,VDI-Buch,550,768,27,book series
S4210205964,geotechnik,927,1214,1,journal
S4210205968,Daphnis,1687,1334,5,journal
S4210205981,IT-Szene München,250,44,14,journal
S4210206198,Journal for german Culture and Literature,90,2,1,journal
S4210206211,Annales Histoire Sciences Sociales (English edition),9112,2931,18,journal
S4210206229,sub\urban zeitschrift für kritische stadtforschung,552,1394,5,journal
S4210206341,Klassische Texte der Wissenschaft,113,3803,2,book series
S4210206461,Jahrbuch für Wissenschaft und Ethik,497,4699,28,journal
S4210206512,Studia Nauk Teologicznych PAN,319,52,2,journal
S4210206627,Studien zum Weber-Paradigma,49,60,6,book series
S4210206637,Alter(n)skulturen,185,12,3,journal
S4210206650,Nachrichten aus Chemie und Technik,9479,1929,1,journal
S4210206662,Finance and business,324,59,1,journal
S4210206692,return,1228,29,67,journal
S4210206693,Wirtschaftsethik in der globalisierten Welt,59,23,1,book series
S4210206700,The International Review of Information Ethics,335,2654,1,journal
S4210206719,Kommunale Politik und Verwaltung,58,15,2,book series
S4210206807,Anzeiger für Schädlingskunde Pflanzenschutz Umweltschutz,1484,4507,4,journal
S4210206815,Ökologisches Wirtschaften - Fachzeitschrift,1890,1619,36,journal
S4210206837,Stiftung&Sponsoring,1875,311,139,journal
S4210206867,Amsterdamer Beiträge zur älteren Germanistik,2193,2170,11,journal
S4210206989,Beiträge zu Kriminologie und Strafrecht,35,2,1,book series
S4210207146,Zeitschrift für Pflanzenernährung und Bodenkunde,3701,34305,1,journal
S4210207160,Logistics Journal nicht-referierte Veröffentlichungen,88,118,1,journal
S4210207181,Veröffentlichungen des Brandenburgischen Landeshauptarchivs,75,81,1,ebook platform
S4210207203,Sicherheit - interdisziplinäre Perspektiven,134,28,19,book series
S4210207225,Kliniktaschenbücher,2143,1219,4,book series
S4210207271,Časopis pro pěstování matematiky,2492,7247,1,journal
S4210207307,International Forum on Audio-Visual Research - Jahrbuch des Phonogrammarchivs,86,25,1,journal
S4210207308,KJ / Kritische Justiz,2853,5178,715,journal
S4210207314,Revista Portuguesa de Filosofia,1096,4823,1,journal
S4210207356,Schriftenreihe für Del inquenzpädagogik und Rechtserziehung,42,11,3,book series
S4210207403,Digitale Welt,551,283,46,journal
S4210207494,Politik in der digitalen Gesellschaft,212,82,17,book series
S4210207523,Journal für Medienlinguistik,38,85,1,journal
S4210207527,Globale politische Ökonomie,78,28,4,book series
S4210207671,Zeitschrift für allgemeine Mikrobiologie,7421,29349,1,journal
S4210207714,atp magazin,896,1119,57,journal
S4210207734,Wonkwang University Legal Research Institute,287,19,2,journal
S4210207763,Transit,373,884,4,journal
S4210207765,Journal of the Forensic Science Society,2531,13402,1,journal
S4210207806,Rurale Topografien,417,86,3,book series
S4210207828,Schriften aus der Max Weber Stiftung,65,11,3,book series
S4210207855,Beiträge zum ausländischen öffentlichen Recht und Völkerrecht,2765,6531,822,book series
S4210207872,British Journal of Diseases of the Chest,2829,31726,1,journal
S4210207921,Kultura i Wartości,416,195,6,journal
S4210207965,Business Reporting,73,16,10,journal
S4210208003,Kontemporär,277,74,3,book series
S4210208075,Anuario de Derecho Civil,3364,1229,23,journal
S4210208144,ENTSORGA-Magazin,693,14,19,journal
S4210208151,Zeitschrift für Politikberatung,403,755,14,journal
S4210208163,Archives of Neurology And Psychiatry,8206,152246,1,journal
S4210208195,Public and Private International Law Bulletin,601,148,2,journal
S4210208200,agrarzeitung,5357,29,84,journal
S4210208256,Mining Report,182,108,1,journal
S4210208278,Geschlecht & Gesellschaft,277,1237,3,book series
S4210208282,Notizblatt des Königl botanischen Gartens und Museums zu Berlin,878,1184,1,journal
