"item_id_citing","item_id_cited","citing_pubyear","ref_seq_nr","ref_pubyear","ref_item_title","ref_source_title","ref_authors","ref_volume","scopus_ref_issue","ref_pages","ref_doi","wos_ref_article_number","scopus_ref_text","scopus_ref_fulltext","wos_citation_context","ref_pubyear_regexp"
"2-s2.0-85146314899","2-s2.0-84900541904",2019,72,2006,Der Normativismus Hans Kelsens,Juristenzeitung,"{""Paulson, S.L.""}","61",,"529-580",,,,"Paulson, Stanley L. “Der Normativismus Hans Kelsens.” Juristenzeitung 61 (2006): 529-580.",,
"2-s2.0-85132609748","2-s2.0-7244249044",2020,37,1975,Die offene Gesellschaft der Verfassungsinterpreten: Ein Beitrag zur pluralistischen und „prozessualen“Verfassungsinterpretation,Juristenzeitung,"{""Peter, Häberle""}","30",,"297-305",,,,"Häberle Peter 1975, «Die offene Gesellschaft der Verfassungsinterpreten: Ein Beitrag zur pluralistischen und „prozessualen“Verfassungsinterpretation». Juristenzeitung, 30: 297-305.",,
"2-s2.0-85132711247","2-s2.0-84861263195",2021,69,1982,Strafrecht und Wirtschaftskriminalität - Kriminalpolitische Probleme und dogmatische Schwierigkeiten,Juristenzeitung,"{""Volk, K.""}","37","3","85-92",,,,"Volk, K. (1982). Strafrecht und Wirtschaftskriminalität - Kriminalpolitische Probleme und dogmatische Schwierigkeiten. Juristenzeitung, 37(3), 85-92.",,
"2-s2.0-85136709253","2-s2.0-27144443235",2020,59,1995,Braucht europa eine verfassung?,Juristenzeitung,"{""Grimm, Dieter""}",,,"581",,,,"Dieter Grimm, “Braucht Europa eine Verfassung?” (1995) JuristenZeitung 581.",,
"2-s2.0-85137130962","2-s2.0-84858683837",2022,14,2011,"Zur negativen Utopie von Recht und Staat - am Beispiel des Romans „Corpus Delicti"" von Juli Zeh",JuristenZeitung,"{""MÜLLER-DIETZ, Heinz""}","66","2","85-95",,,"Jg. Nr. /2011, S","MÜLLER-DIETZ, Heinz (2011): Zur negativen Utopie von Recht und Staat - am Beispiel des Romans „Corpus Delicti"" von Juli Zeh. In: JuristenZeitung, Jg. 66, Nr. 2/2011, S. 85-95.",,
"2-s2.0-85139370077","2-s2.0-85070863357",2020,7,2018,"Quantitative rechtswissenschaft - sammlung, analyse und kommunikation juristischer daten",Juristenzeitung (JZ),"{""Coupette, Corinna"",""Fleckner, Andreas M.""}","73","8","379-389","10.1628/jz-2018-0020",,,"Coupette, Corinna, and Andreas M. Fleckner. 2018. “Quantitative Rechtswissenschaft - Sammlung, Analyse Und Kommunikation Juristischer Daten”. JuristenZeitung (JZ) 73 (8): 379-89. http://dx.doi.org/10.1628/jz-2018-0020.",,
"2-s2.0-85140223544","2-s2.0-85118042644",2020,69,2017,Europäische Regulierung und nationale Souveränität. Praxisfragen zur Übernahme europäischen Rechts ausserhalb der EU,Liechtensteinische Juristenzeitung,"{""Bussjäger, P."",""Frommelt, C.""}","40",,"42",,,,"See P Bussjäger and C Frommelt, ‘Europäische Regulierung und nationale Souveränität. Praxisfragen zur Übernahme europäischen Rechts ausserhalb der EU’ (2017) Liechtensteinische Juristenzeitung 40, p 42;",,
"2-s2.0-85140240973","2-s2.0-85140220196",2022,15,1997,"Judgment of the German BGH of 21 April 1997, II ZR 175/95",,,,,"1071",,,Juristenzeitung. et seq,"Judgment of the German BGH of 21 April 1997, II ZR 175/95. Juristenzeitung. 1997, pp. 1071 et seq.",,
"2-s2.0-85140511554","2-s2.0-30744458057",2020,2,1946,Gesetzliches Unrecht and übergesetzliches Recht,Süddeutsche Juristenzeitung,"{""Radbruch, Gustav""}","1",,"105 and 107",,,,"Gustav Radbruch, ‘Gesetzliches Unrecht and übergesetzliches Recht’ (1946) 1 Süddeutsche Juristenzeitung 105, 107",,
"2-s2.0-85140525010","2-s2.0-84921542272",2020,152,2002,Kanonistik und konfessionalisierung - marksteine auf dem weg zum staat,Juristenzeitung,"{""Dreier, H.""}","57",,"1",,,,"Dreier H, ‘Kanonistik und Konfessionalisierung - Marksteine auf dem Weg zum Staat’ (2002) 57 Juristenzeitung 1.",,
"2-s2.0-85140525010","2-s2.0-85116242402",2020,227,2012,Unabhängige eu-agenturen - eine gefahr für die demokratie?,Juristenzeitung,"{""Groß, T.""}","67",,"1087",,,,"Groß T, ‘Unabhängige EU-Agenturen - eine Gefahr für die Demokratie?’ (2012) 67 Juristenzeitung 1087.",,
"2-s2.0-85140525010","2-s2.0-84900032616",2020,230,2012,Demokratie mit zukunft,Juristenzeitung,"{""Haack, S.""}","67",,"753",,,,"Haack S, ‘Demokratie mit Zukunft’ (2012) 67 Juristenzeitung 753.",,
"2-s2.0-85140525010","2-s2.0-85140500073",2020,380,2014,"Übertragung von rechtsetzungsbefugnissen auf die esma, anmerkung zu eugh, urt. V. 22. Januar 2014",Juristenzeitung,"{""Ohler, C.""}","69",,"249",,,,"Ohler C, ‘Übertragung von Rechtsetzungsbefugnissen auf die ESMA, Anmerkung zu EuGH, Urt. v. 22. Januar 2014’ (2014) 69 Juristenzeitung 249.",,
"2-s2.0-85140525010","2-s2.0-85140567203",2020,510,2010,Anmerkung,Juristenzeitung,"{""Spiecker, I.""}","65",,"787",,,,"Spiecker I, ‘Anmerkung’ (2010) 65 Juristenzeitung 787.",,
"2-s2.0-85142776027","2-s2.0-85142822362",2022,10,1974,Die bedrohte Entscheidungsfreiheit,JuristenZeitung,"{""Schmidt, Walter""}","29",,"241 and 246",,,,"Walter Schmidt, ‘Die bedrohte Entscheidungsfreiheit’ (1974) 29 JuristenZeitung 241, 246.",,
"2-s2.0-85143412748","2-s2.0-84881907214",2013,19,2008,Optionsmodelle im Privatrecht,Juristenzeitung,"{""Bachmann, Gregor""}","63",,"11",,,et seqq,"Bachmann, Gregor. 2008. Optionsmodelle im Privatrecht. Juristenzeitung 63: 11 et seqq.",,
"2-s2.0-85143412748","2-s2.0-84881926404",2013,192,2010,Rechtswissenschaft – Was ist das?,,"{""Kiesow, Rainer""}",,,"585",,,"Juristenzeitung, et. seqq","Kiesow, Rainer. 2010. Rechtswissenschaft – Was ist das? Juristenzeitung, 585 et. seqq.",,
"2-s2.0-85143412748","2-s2.0-85027794644",2013,302,2008,Max Weber und die Rationalität des Rechts,Juristenzeitung,"{""Raiser, Thomas""}","63",,"853",,,et seqq,"Raiser, Thomas. 2008. Max Weber und die Rationalität des Rechts. Juristenzeitung 63: 853 et seqq.",,
"2-s2.0-85143412748","2-s2.0-85194804802",2013,348,1987,Zur Verantwortung der Rechtswissenschaft,Juristenzeitung,"{""Schneider, Uwe""}","33",,"699",,,et seqq,"Schneider, Uwe. 1987. Zur Verantwortung der Rechtswissenschaft. Juristenzeitung 33: 699 et seqq.",,
"2-s2.0-85143522754","2-s2.0-85143531464",2018,31,2016,Private Rechtsdurchsetzung im Zivilprozess,Juristenzeitung,"{""Roth, H""}","71","23","1134-1140",,,,Roth H (2016) Private Rechtsdurchsetzung im Zivilprozess. Juristenzeitung 71(23):1134–1140,,
"2-s2.0-85143522754","2-s2.0-85194795555",2018,33,2017,Tagungsbericht: Instrumentalisierung von Zivilprozessen,Juristenzeitung,"{""Seewald, K""}","72","11","566-568",,,,Seewald K (2017) Tagungsbericht: Instrumentalisierung von Zivilprozessen. Juristenzeitung 72 (11):566–568,,
"2-s2.0-85143525554","2-s2.0-85143527515",2014,22,2011,Sammelklage und Justizstandorte im internationalen Wettbewerb,Juristenzeitung,"{""Koch, H.""}",,"9","438-445",,,,Koch H (2011) Sammelklage und Justizstandorte im internationalen Wettbewerb. Juristenzeitung 9:438–445,,
"2-s2.0-85144976421","2-s2.0-84911199048",2009,66,2004,"Zum Verbot für Lehrkräfte in der Schule, ein islamisches Kopftuch zu tragen",Juristenzeitung,"{""Böckenförde, E.-W.""}",,,"1181-1184",,,,"Böckenförde, E-W (2004) ‘Zum Verbot für Lehrkräfte in der Schule, ein islamisches Kopftuch zu tragen’, Juristenzeitung: 1181–4.",,
"2-s2.0-85144976421","2-s2.0-84911138604",2009,375,2003,Tragen eines islamischen Kopftuchs im Schuldienst,Juristenzeitung,"{""Michael, L.""}",,,"256-258",,,,"Michael, L (2003) ‘Tragen eines islamischen Kopftuchs im Schuldienst’, Juristenzeitung: 256–8.",,
"2-s2.0-85147609586","2-s2.0-84937544970",2016,19,2004,Argentinische Auslandsanleihen vor deutschen und argentinischen Gerichten,Juristenzeitung,"{""Baars, A."",""Böckel, M.""}",,,"445-464",,,,"Baars, A. and Böckel, M. ‘Argentinische Auslandsanleihen vor deutschen und argentinischen Gerichten’ Juristenzeitung 2004, 445–464.",,
"2-s2.0-85147609586","2-s2.0-84937553019",2016,246,2003,Anmerkung zu LG Frankfurt a.M,Juristenzeitung,"{""Reinisch, A.""}",,,"1013-1016",,,,"Reinisch, A. ‘Anmerkung zu LG Frankfurt a.M.’, Juristenzeitung (2003), 1013–1016.",,
"2-s2.0-85147626784","2-s2.0-33750299785",2016,62,1993,Offentlich-rechtliche und volkerrechtliche Probleme mehrfacher Staatsangehorigkeit aus deutscher Sicht,Juristenzeitung,"{""von Mangoldt, H.""}","48",,"965-974",,,,"Von Mangoldt, H. (1993), ‘Offentlich-rechtliche und volkerrechtliche Probleme mehrfacher Staatsangehorigkeit aus deutscher Sicht’, Juristenzeitung 48, 965-74.",,
"2-s2.0-85151350294","2-s2.0-85143490857",2022,298,2003,Unmittelbare Anwendung des EG-Rechts und EG-rechtskonforme Auslegung,Juristenzeitung,"{""Jarass, H."",""Beljin, S.""}","58",,"768",,,,"Jarass, H., & S. Beljin, ""Unmittelbare Anwendung des EG-Rechts und EG-rechtskonforme Auslegung"", 58 Juristenzeitung 768 (2003).",,
"2-s2.0-85152713285","2-s2.0-85152706916",2020,122,2018,Marktaufsichtshaftung produktsicherheitsrechtlicher Zertifizierungsstellen,JuristenZeitung,"{""Wagner, G""}",,,"130-140",,,[/3],"G Wagner, ‘Marktaufsichtshaftung produktsicherheitsrechtlicher Zertifizierungsstellen’ [2018/3] JuristenZeitung 130-140;",,
"2-s2.0-85167880727","2-s2.0-85167898779",2020,132,,"Viz ohledně práva na vlastní vyobrazení. OLG München, 30. 5. 2001 - 21 U 1997/00: Postmortales Persönlichkeitsrecht im Rahmen einer Lebenspartnerschaft. Neue Juristische Wochenschrift. 2002, Hf. 4, s. 305, 306. Právně technicky jde o záměrné oprávnění vést řízení o právo jiného vlastním jménem; srov. k možnostem SCHACK, H. Verfassungsrecht. Bürgerliches Recht: Zum postmortalen Persönlichkeitsrecht eines bekannten Malers",,,,,,,,"Juristenzeitung. 1990, Bd. 45, Hf. 1, s. 40","Viz ohledně práva na vlastní vyobrazení. OLG München, 30. 5. 2001 - 21 U 1997/00: Postmortales Persönlichkeitsrecht im Rahmen einer Lebenspartnerschaft. Neue Juristische Wochenschrift. 2002, Hf. 4, s. 305, 306. Právně technicky jde o záměrné oprávnění vést řízení o právo jiného vlastním jménem; srov. k možnostem SCHACK, H. Verfassungsrecht. Bürgerliches Recht: Zum postmortalen Persönlichkeitsrecht eines bekannten Malers. Juristenzeitung. 1990, Bd. 45, Hf. 1, s. 40.",,
"2-s2.0-85154071194","2-s2.0-79954674825",2023,44,1995,'Der Wormser Reichstag 1495: ein europäisches Ereignis,Historische Zeitschrift,"{""Angermeier, H.""}","261","3","739-768",,,"And M. Heckel, 'Der Augsburger Religionsfriede: sein Sinnwandel provisorischen Notstands-Instrument zum sakrosankten Reichsfundamentalgesetz religiöser Freiheit und Gleichheit JuristenZeitung, 60, 20 (2005), 961-70; A. Kohnle, '41. Augsburger Religionsfrieden 1555 in I. Dingel et al. (eds), Handbuch Frieden im Europa der Frühen Neuzeit Handbook of Peace in Early Modern Europe (Munich, 2020), 837-56","H. Angermeier, 'Der Wormser Reichstag 1495: ein europäisches Ereignis', Historische Zeitschrift, 261, 3 (1995), pp. 739-68. And see M. Heckel, 'Der Augsburger Religionsfriede: sein Sinnwandel vom provisorischen Notstands-Instrument zum sakrosankten Reichsfundamentalgesetz religiöser Freiheit und Gleichheit', JuristenZeitung, 60, 20 (2005), pp. 961-70; A. Kohnle, '41. Augsburger Religionsfrieden 1555', in I. Dingel et al. (eds), Handbuch Frieden im Europa der Frühen Neuzeit / Handbook of Peace in Early Modern Europe (Munich, 2020), pp. 837-56.",,
"2-s2.0-85154550956","2-s2.0-85154607772",2012,7,2008,,Der Gemeinsame Referenzrahmen för das Europäische Privatrecht,"{""Eidenmöller, H."",""Faust, F."",""Grigoleit, H.C."",""Jansen, N."",""Wagner, G."",""Zimmermann, R.""}","529",,"547",,,Juristenzeitung,"H. Eidenmöller, F. Faust, H.C. Grigoleit, N. Jansen, G.Wagner and R. Zimmermann,""Der Gemeinsame Referenzrahmen för das Europäische Privatrecht' (2008) Juristenzeitung 529, 547.",,
"2-s2.0-85156160981","2-s2.0-85027715518",2021,47,2016,Grenzenloses Asylrecht? Die Flüchtlingskrise als Problem europäischer Rechtsintegration,Juristenzeitung,"{""Hailbronner, Kay"",""Thym, Daniel""}","71","15-16","753-804","10.1628/002268816x14647877863790",,,"Hailbronner, Kay, and Daniel Thym. 2016. Grenzenloses Asylrecht? Die Flüchtlingskrise als Problem europäischer Rechtsintegration. Juristenzeitung 71(15-16): 753-804. https://doi.org/10.1628/002268816x14647877863790.",,
"2-s2.0-85160172897","2-s2.0-85160164555",2022,35,1970,Hamburger Modell Einer Einstufigen Juristenausbildung,Juristenzeitung,"{""Stiebeler, W.""}","25","14","457-461",,,,"Stiebeler, W.: Hamburger Modell Einer Einstufigen Juristenausbildung. JuristenZeitung 25(14), 457–461 (1970)",,
"2-s2.0-85160398287","2-s2.0-85160436178",2023,2,2013,,,,,,,,,"2 For example Opinion of General Advocate Cruz Villalón 18 Jul. C-176/12 Association de médiation sociale, ECLI:EU:C:2013:491, para. 28 ff.; Christian Baldus & Thomas Raff, Good News, Bad News zu horizontaler Direktwirkung und europaischer Methodenlehre, Zeitschrift für das Privatrecht der Europaischen Union 175 (2018); Michal Bobek, The Effects ofEU Law in the National Legal Systems, in European Union Law (Catherine Barnard & Steve Peers eds, 3d ed., Oxford University Press 2020), s. 3.4.1; Michal Bobek, Institutional Report: National Courts and the Enforcement ofEU Law, in, National Courts and the Enforcement of EU Law: The Pivotal Role of National Courts in the EU Legal Order, The XXIX FIDE Congress Publications, 1, 61 ff (Marleen R. Botman & Jurian Langer eds, Eleven International Publishing 2020); Matteo Fornasier, The Impact of EU Fundamental Rights on Private Relationships: Direct or Indirect Effect European Private Law Review 29 (2015); Carmen Freyler & Christian Heinrich, Der Einfluss der EU-Grundrechte auf private Arbeitsverhaltnisse, Arbeits und Sozialrechtfür Europa Festschrift für Maximilian Fuchs 71 (Nomos 2020); Peter Hanau, Die Europaische Grundrechtecharta Schein und Wirklichkeit im Arbeitsrecht, Neue Zeitschrift für Arbeitsrecht 1 (2010); Carsten Herresthal, Grundrechtecharta und Privatrecht, Zeitschrift für Europaisches Privatrecht 238 (2014); Friedemann Kainer, Rückkehr der unmittelbar-horizontalen Grundrechtswirkung aus Luxemburg Neue Zeitschrift für Arbeitsrecht 894 (2018); Juliane Kokott, Die Wirkung der Unionsgrundrechte im privaten Arbeitsverhaltnis, Die Sicherung der kollektiven Ordnung Festschrift für Ingrid Schmidt 991 (Beck 2021); Oliver Morsdorf, Europaisierung des Privatrechts durch die Hintertür, Juristenzeitung 1066 (2019); Karl Riesenhuber, Europaisches Arbeitsrecht (2d ed., de Gruyter 2021), 2 Rn. 32; Monika Schlachter, Drittwirkung von Grundrechten der EU-Grundrechtecharta, Zeitschrift für Europaisches Sozial und Arbeitsrecht 53 (2019); Claudia Schubert, Die Grundrechtecharta der Europaischen Union als Mittel zur Expansion des Unionsrechts Europaische Zeitschrift für Arbeitsrecht 302, 312 ff (2020); Achim Seifert, Die horizontale Wirkung von Grundrechten, Europaische Zeitschrift für Wirtschaftsrecht 696 (2011); Vassilios Skouris, Die Europaische Grundrechte-Charta in der Rechtsprechung des EuGH, Arbeit und Recht 294 (2015); Rolf Wank, Die unmittelbare Wirkung von Unionsrecht unter Privaten im Arbeitsrecht, Recht der Arbeit 1, 6 ff. (2020)","2 For example Opinion of General Advocate Cruz Villalón 18 Jul. 2013 - C-176/12 - Association de médiation sociale, ECLI:EU:C:2013:491, para. 28 ff.; Christian Baldus & Thomas Raff, Good News, Bad News zu horizontaler Direktwirkung und europaischer Methodenlehre, Zeitschrift für das Privatrecht der Europaischen Union 175 (2018); Michal Bobek, The Effects ofEU Law in the National Legal Systems, in European Union Law (Catherine Barnard & Steve Peers eds, 3d ed., Oxford University Press 2020), s. 3.4.1; Michal Bobek, Institutional Report: National Courts and the Enforcement ofEU Law, in, National Courts and the Enforcement of EU Law: The Pivotal Role of National Courts in the EU Legal Order, The XXIX FIDE Congress Publications, vol. 1, 61 ff (Marleen R. Botman & Jurian Langer eds, Eleven International Publishing 2020); Matteo Fornasier, The Impact of EU Fundamental Rights on Private Relationships: Direct or Indirect Effect?, European Private Law Review 29 (2015); Carmen Freyler & Christian Heinrich, Der Einfluss der EU-Grundrechte auf private Arbeitsverhaltnisse, Arbeits und Sozialrechtfür Europa — Festschrift für Maximilian Fuchs 71 (Nomos 2020); Peter Hanau, Die Europaische Grundrechtecharta — Schein und Wirklichkeit im Arbeitsrecht, Neue Zeitschrift für Arbeitsrecht 1 (2010); Carsten Herresthal, Grundrechtecharta und Privatrecht, Zeitschrift für Europaisches Privatrecht 238 (2014); Friedemann Kainer, Rückkehr der unmittelbar-horizontalen Grundrechtswirkung aus Luxemburg?, Neue Zeitschrift für Arbeitsrecht 894 (2018); Juliane Kokott, Die Wirkung der Unionsgrundrechte im privaten Arbeitsverhaltnis, Die Sicherung der kollektiven Ordnung — Festschrift für Ingrid Schmidt 991 (Beck 2021); Oliver Morsdorf, Europaisierung des Privatrechts durch die Hintertür, Juristenzeitung 1066 (2019); Karl Riesenhuber, Europaisches Arbeitsrecht (2d ed., de Gruyter 2021), § 2 Rn. 32; Monika Schlachter, Drittwirkung von Grundrechten der EU-Grundrechtecharta, Zeitschrift für Europaisches Sozial und Arbeitsrecht 53 (2019); Claudia Schubert, Die Grundrechtecharta der Europaischen Union als Mittel zur Expansion des Unionsrechts?, Europaische Zeitschrift für Arbeitsrecht 302, 312 ff (2020); Achim Seifert, Die horizontale Wirkung von Grundrechten, Europaische Zeitschrift für Wirtschaftsrecht 696 (2011); Vassilios Skouris, Die Europaische Grundrechte-Charta in der Rechtsprechung des EuGH, Arbeit und Recht 294 (2015); Rolf Wank, Die unmittelbare Wirkung von Unionsrecht unter Privaten im Arbeitsrecht, Recht der Arbeit 1, 6 ff. (2020).",,
"2-s2.0-85099100701","2-s2.0-31044448249",2020,15,2000,Vom unbedingten Verbot der Folter zum bedingten Recht auf Folter?,Juristenzeitung,"{""BRUGGER, WINFRIED""}","55",,"170-171",,,"165","BRUGGER, WINFRIED. Vom unbedingten Verbot der Folter zum bedingten Recht auf Folter?, Juristenzeitung 55. 2000, p. 165, pp. 170-171.",,
"2-s2.0-85101369723","2-s2.0-85101322159",2017,39,1996,Schranken der Dienstleistungsfreiheit im europäischen Recht [Limits of freedom to provide services in European law,Juristenzeitung,"{""Kort, M.""}","3",,"132-140",,,,"Kort, M. (1996). Schranken der Dienstleistungsfreiheit im europäischen Recht [Limits of freedom to provide services in European law]. Juristenzeitung, 3, 132–140.",,
"2-s2.0-85106285855","2-s2.0-79953895847",2010,38,1960,Bildberichterstattung über absolute und relative Personen der Zeitgeschichte,JuristenZeitung (JZ),"{""Neumann-Duesberg, H.""}",,,"114",,,,"See Horst Neumann-Duesberg, Bildberichterstattung über absolute und relative Personen der Zeitgeschichte, JuristenZeitung (JZ) 114 (1960);",,
"2-s2.0-85106810263","2-s2.0-85106789592",2015,18,1993,Einige Probleme des Datenschutzes im Zivilvefahrensrecht I,Osterreichische Juristenzeitung,"{""Simotta, D.-A.""}",,,"793",,,(800),"Daphne-Ariane Simotta, 'Einige Probleme des Datenschutzes im Zivilvefahrensrecht I' (1993) Osterreichische Juristenzeitung 793 (800).",,
"2-s2.0-85107823481","2-s2.0-85107784916",2020,27,2018,Brauchen wir ein neues strafzumessungsrecht?,Juristenzeitung,"{""Verrel, T.""}","73",,"811",,,,"Torsten Verrel, Brauchen wir ein neues Strafzumessungsrecht?, 73 JURISTENZEITUNG 811 (2018);.",,
"2-s2.0-85108978103","2-s2.0-77955244371",2019,391,2009,Die I.G. Farben vor Gericht: Von den Ursprüngen eines “Wirtschaftsvölkerstrafrechts,Juristenzeitung,"{""Jeßberger, F.""}","64","19","924-932",,,,"Jeßberger, F. 2009, 'Die I.G. Farben vor Gericht: Von den Ursprüngen eines “Wirtschaftsvölkerstrafrechts”', Juristenzeitung, 64(19): 924-32.",,
"2-s2.0-85110038633","2-s2.0-84922925371",2021,256,2003,Geistiges Eigentum?,Juristenzeitung,"{""Ohly, Ansgar""}","58",,"545-554",,,,"Ohly, Ansgar, ‘Geistiges Eigentum?’ (2003), 58 Juristenzeitung, 545–54.",,
"2-s2.0-85111515974","2-s2.0-85111486245",2021,5,2020,"Digitale Justiz, oder: Zivilverfahren für das 21. Jahrhundert",,"{""GIESELA Rü, HL""}",,"815","809-817",,,Juristenzeitung,"GIESELA RüHL, Digitale Justiz, oder: Zivilverfahren für das 21. Jahrhundert, Juristenzeitung 2020, 809–817 (815).",,
"2-s2.0-85113096505","2-s2.0-85113131944",2020,17,1998,Rechtsreform in Estland als Rezeptions-und Bildungsaufgabe,Juristenzeitung,"{""Luts, M."",""Sootak, J.""}","53",,"401-403 and 402",,,,"M. Luts and J. Sootak, ‘Rechtsreform in Estland als Rezeptions-und Bildungsaufgabe’, (1998) 53 Juristenzeitung, pp. 401-403 (p. 402).",,
"2-s2.0-85117280078","2-s2.0-85103319679",2021,83,2020,Why constitutionmatters-Verfassungsrechtswissenschaft in Zeiten der Corona-Krise,JuristenZeitung,"{""Heinig, HM"",""Kingreen, T"",""Lepsius, O"",""Möllers, C"",""Volkmann, U"",""Wißmann, H.""}","75",,"861-872",,,,"Heinig HM,Kingreen T, LepsiusO,Möllers C,Volkmann U,WißmannH. 2020.Why constitutionmatters-Verfassungsrechtswissenschaft in Zeiten der Corona-Krise. JuristenZeitung 75:861-72",,
"2-s2.0-85119499572","2-s2.0-85119505281",2017,133,2014,"La selección de los Magistrados del Tribunal Constitucional, su estatuto y la necesaria regeneración de las instituciones",Revista General de Derecho Constitucional 2012,"{""GARcíA ROcA, F.""}",,"11","529-537",,,"133 A este respecto, quiz esté de más reflexionar muy seriamente sobre la realidad práctica actual derivada del sistema de reclutamiento de los jueces que integran los tres tribunales del ‘triángulo judicial europeo aquí tratado; véase por ejemplo, n.º 15, A. vOn BOgdAndY: «Zur demokratischen Legitimation von Europas Richtern. Eine vergleichende Rekonstruktion der Richterauswahl zu EGMR und EuGH Juristenzeitung n.º","133 A este respecto, quizá no esté de más reflexionar muy seriamente sobre la realidad práctica actual derivada del sistema de reclutamiento de los jueces que integran los tres tribunales del ‘triángulo judicial europeo» aquí tratado; véase por ejemplo, F. GARcíA ROcA, «La selección de los Magistrados del Tribunal Constitucional, su estatuto y la necesaria regeneración de las instituciones», Revista General de Derecho Constitucional 2012, n.º 15; A. vOn BOgdAndY: «Zur demokratischen Legitimation von Europas Richtern. Eine vergleichende Rekonstruktion der Richterauswahl zu EGMR und EuGH», Juristenzeitung 2014, n.º 11, pp. 529-537.",,
"2-s2.0-85125650077","2-s2.0-85125629982",2021,6,1995,"Grimm argued that the absence of a European demos prevents the emergence of a constitution for the EU in a proper or full sense, see Dieter Grimm, Braucht Europa eine Verfassung",JuristenZeitung,"{""Famously, Dieter""}","50",,"581-591",,,,"Famously, Dieter Grimm argued that the absence of a European demos prevents the emergence of a constitution for the EU in a proper or full sense, see Dieter Grimm, Braucht Europa eine Verfassung, 50 JuristenZeitung (1995), 581-591.",,
"2-s2.0-85125890444","2-s2.0-85125914602",2016,27,1965,"Was ist juristischer Positivismus? Juristenzeitung, 13. August",Summary in English,"{""Kelsen, H.""}","15",,,,,,"Kelsen, H. (1965). Was ist juristischer Positivismus? Juristenzeitung, 13. August. Nr. 15/16.",,
"2-s2.0-85125894958","2-s2.0-85125956608",2012,17,,,,,,,,,,"Eidenmüller, Horst, ‘Rechtswissenschaft als Realwissenschaft’, in Juristenzeitung 54 (1999), pp. 53 ff.","Eidenmüller, Horst, ‘Rechtswissenschaft als Realwissenschaft’, in Juristenzeitung 54 (1999), pp. 53 ff.",,
"2-s2.0-85125900391","2-s2.0-85125937794",2012,22,,,,,,,,,,"Hillgruber, Christian, ‘Das Vor-und Nachleben von Rechtssubjekten. Über den Anfang und das Ende der Rechtsfähigkeit im öffentlichen Recht’, in Juristenzeitung (JZ), 1997, pp. 975 ff.","Hillgruber, Christian, ‘Das Vor-und Nachleben von Rechtssubjekten. Über den Anfang und das Ende der Rechtsfähigkeit im öffentlichen Recht’, in Juristenzeitung (JZ), 1997, pp. 975 ff.",,
"2-s2.0-85128331583","2-s2.0-85128322635",2021,225,2018,Achmea-Urteilsanmerkung,Juristenzeitung,"{""Ohler, C.""}",,,"514-517",,,,"Ohler, C., Achmea-Urteilsanmerkung, Juristenzeitung, 2018, 514-17.",,
"2-s2.0-85130655059","2-s2.0-85130663079",2021,49,2020,Wie schreibt man eine Geschichte der Globalisierung von Recht?,Juristenzeitung,"{""Duve, Thomas""}","75",,"757 and 761-762",,,,"Thomas Duve, ‘Wie schreibt man eine Geschichte der Globalisierung von Recht?' (2020) 75 Juristenzeitung 757, 761-2.",,
"2-s2.0-85158092214","2-s2.0-85160980347",2023,40,1995,»besonders schwer« in Relation wozu? - § 57a i S. 1 Nr. 2 StGB,"Juristenzeitung, 50(11)","{""Streng, F.""}",,,"556-562",,,,"Streng, F. (1995). »Besonders schwer« in Relation wozu?-§ 57a I S. 1 Nr. 2 StGB. Juristenzeitung, 50(11), 556-562.",,
"2-s2.0-85160705139","2-s2.0-85110703722",2022,68,2016,Digitale Wirtschaft – analoges Recht? Braucht das BGB ein Update?,Juristenzeitung (JZ),"{""Spindler, G.""}",,,"805-816",,,,Spindler G (2016) Digitale Wirtschaft – analoges Recht? Braucht das BGB ein Update? Juristenzeitung (JZ):805–816,,
"2-s2.0-85130761312","2-s2.0-85180957153",2019,46,2015,Der Arzt im Fadenkreuz der juristischen Debatte um assistierten Suizid,JuristenZeitung,"{""Jäger, C.""}",,,"875-885",,,"Wie hier die Stellungnahme des Generalbundesanwalts zu den Verfassungsbeschwerden gegen § 217 StGB vom 16.11.2016, 52 m.w.N.: „Strukturell sind beide Verbotsnormen ähnlich gelagert.“Vgl. auch 882, mit Hinweis auf spezifische Beweisprobleme","<sup>40</sup> Wie hier die Stellungnahme des Generalbundesanwalts zu den Verfassungsbeschwerden gegen § 217 StGB vom 16.11.2016, 52 m.w.N.: „Strukturell sind beide Verbotsnormen ähnlich gelagert.“Vgl. auch C. Jäger, Der Arzt im Fadenkreuz der juristischen Debatte um assistierten Suizid, in: JuristenZeitung 2015, 875–885, 882, mit Hinweis auf spezifische Beweisprobleme.",,
"2-s2.0-85137016082","2-s2.0-30744458057",2020,481,1946,Gesetzliches Unrecht und übergesetzliches Recht,Süddeutsche Juristenzeitung,"{""Radbruch, G.""}","1",,"105",,,,"Radbruch G, Gesetzliches Unrecht und übergesetzliches Recht (1946) 1 Süddeutsche Juristenzeitung 105.",,
"2-s2.0-85141597703","2-s2.0-85141635025",2016,241,1962,"50 jahre schweizerisches zivilgesetzbuch",Juristenzeitung,"{""Merz, H.""}","17",,"585-589",,,,"Merz, H. (1962), '50 Jahre schweizerisches Zivilgesetzbuch', Juristenzeitung17, 585-9.",,
