"citing_keyword","item_cnt"
"{""European Legal Systems"",""language and law"",""Legal Cultures"",""Legal Interpretation"",""Legal process"",""legislative drafting""}",1
"{""European Legal Systems"",""Legal Education"",""Legal Methodology""}",1
"{""European Legal Systems"",""Margin of appreciation"",Preamble,Ratification,Subsidiarity}",1
"{""European Legal Systems"",""Margin of appreciation"",Subsidiarity}",1
"{""European Legal Systems"",Miller}",1
"{""European Legal Systems"",""Openness to experience""}",1
"{""European Legal Systems"",""Opposition (politics)""}",1
"{""European Legal Systems"",Paragraph}",1
"{""European Legal Systems"",""Pluralism (philosophy)""}",1
"{""European Legal Systems"",""Preliminary ruling""}",1
"{""European Legal Systems"",""Treaty of Lisbon""}",1
"{""European Private Law"",""Family Law"",""Legal Methodology"",""Migration Law"",""Private International Law""}",1
"{""European Private Law"",Principate}",1
"{""European Private Law"",""Private International Law""}",1
"{""European Stability Mechanism""}",1
"{""European Stability Mechanism"",""Fiscal Consolidation"",""Macroeconomic Stability"",""Sovereign Debt Crisis""}",1
"{""European Stability Mechanism"",""Investment Decisions"",Liquidity,""Monetary Policy Instruments"",""Supply Chain Controlling""}",1
"{""European Stability Mechanism"",""Macroeconomic Stability"",""Monetary Targeting""}",1
"{""European Union"",""Schengen Area""}",1
"{""Evidence-based medicine"",""Publication Bias"",Publications,""Risk of Bias"",""Scientific literature"",""Scientific Writing""}",1
"{""Evolutionary Games"",""Pathological Gambling"",""Stochastic game"",Tournament}",1
"{Ex-ante,""Ex parte"",""Hindsight bias"",""Lay Participation"",""Legal psychology""}",1
"{""Exchange Rates""}",1
"{""Exchange Rates"",""Stock (firearms)""}",1
"{Excuse,""Responsibility to Protect"",""Rule of law"",""Self defense""}",1
"{""Executive branch"",""Executive order"",Governance,Multitude}",1
"{""Executive compensation"",""Financial Performance""}",1
"{Executor,""Testamentary trust""}",1
{ExpertInneninterviews},1
"{Exporting,Globalization,""Regional trade"",""Trade Liberalization"",""Trade Policy""}",1
"{""Expression (computer science)"",Technology}",1
"{""Extreme Right"",""Identity Politics"",""Radical Right"",""Religious Fundamentalism"",""Right-Wing Extremism""}",1
"{""Factory (object-oriented programming)"",Globalization,""World class"",""World history""}",1
"{""Fake News"",""Media Bias"",""Presidential election"",""Social Media""}",1
"{""Family Caregiving""}",1
"{""Family Law"",Wife}",1
"{""Family member"",""Legal Harmonization""}",1
"{""Fear of Crime"",Interurban,""Promotion (chess)"",""Zero tolerance""}",1
{Federalism},1
"{""Federal republic"",""Postwar Germany"",""Social Democratic Party"",""Successor cardinal"",""Weimar Republic"",""West germany""}",1
"{""Female circumcision"",""Forced marriage"",Honour,Mores,""Refugee law"",Refugees,""Sterilization (economics)""}",1
"{Feminism,""Feminist Perspectives""}",1
"{Feminism,""Feminist theory""}",1
"{Feminism,Gender,""Socialist Feminism""}",1
"{""Feminist Perspectives"",""Gender-based Violence"",""Military Masculinity"",Peace-building,""Women in Conflict""}",1
"{""Feminist Perspectives"",""Gender-based Violence"",""Post-Migration Stress"",Refugees,""Women in Conflict""}",1
"{""Feminist theory"",""Gender Diversity"",""Gender Mainstreaming"",""Practice theory"",Restructuring}",1
"{""Feminist theory"",Realm}",1
"{""Feminist Theory"",""Gender Inequality"",""Gender justice"",""Gender Mainstreaming"",""Social Inequality"",Women}",1
"{""Feminist Theory"",Impartiality,Memorandum,""Objectivity (philosophy)""}",1
"{Feudalism,Innocence,Morality,""Punitive damages""}",1
"{""Fiduciary Duty"",""Testamentary trust""}",1
"{""Financial contagion"",""Financial integration"",""Financial market participants"",""Financial Regulation"",""Financial stability"",""Market data""}",1
"{""Financial innovation"",""Financial instrument"",""Financial Performance"",""Geography of finance""}",1
"{Financialization,Globalization,""Legal Education"",""Legal Methodology""}",1
"{""Financial Liberalization"",Intermediary,""Risk appetite""}",1
"{""Financial Literacy"",""Household Decision Making"",""Household Finance"",""Net worth"",""Savings account"",""Savings Behavior""}",1
"{""First world war"",""Relevance (law)""}",1
"{""Fiscal Policy"",Macroeconomics,""Monetary Policy"",""Monetary Policy Instruments"",Neo-liberalism}",1
"{""Forced migration"",Refugees}",1
"{Fordism,""Structural Change""}",1
{Forecasting},1
"{""Foreign Direct Investment"",""International Economic Law"",""International Law"",""Law library""}",1
"{""Formal Analysis""}",1
"{""Formalism (music)"",Settlor,""Testamentary Freedom"",""Testamentary trust""}",1
"{""Formalism (music)"",""Social Sciences"",""Social thought""}",1
"{""Fragmentation (computing)"",""International Law"",""Scope (computer science)""}",1
"{""Fragmentation (computing)"",""Internet Traffic""}",1
"{""Fragmentation (computing)"",""Legal pluralism"",""Norm Conflicts"",""Transnational Legal Pluralism""}",1
"{""Fragmentation (computing)"",""WTO Dispute Settlement""}",1
"{""Framing (construction)"",""International Law""}",1
"{""Framing (construction)"",""International Relations"",""Israeli law""}",1
"{""Framing (construction)"",""Internet Regulation"",""Unintended consequences""}",1
{France},1
"{""Freedom of Establishment""}",1
"{""Free rider problem"",""Free riding"",""Group Selection"",""Mutual aid""}",1
"{""Free rider problem"",Incentives,""Punishment (psychology)"",Turnover}",1
"{""Free Will""}",1
"{""French Literature""}",1
"{Frontier,""Optimal Taxation""}",1
"{""Frustration of purpose"",""Fundamental Rights"",""Human Rights Act"",""Human Rights"",""Privacy Rights"",""Separation of Powers"",Severability}",1
"{""Game Theory"",""Implementation theory"",""Positive political theory""}",1
"{""Gay rights"",""Sex Work""}",1
{Gedächtnis},1
"{Gender,""Gender Studies"",Sexuality}",1
"{Gender,Homosexuality,Identity,Sexuality}",1
"{Gender,""Proximity and Innovation""}",1
"{Gender,""Sex Work"",Trafficking}",1
"{""Gender and Entrepreneurship""}",1
"{""Gender and Migration""}",1
"{""Gender and Migration"",Immigration,""Immigration Policies""}",1
"{""Gender and Migration"",Immigration,Miami,Reprint}",1
"{""Gender and Migration"",Immigration,Naturalization}",1
"{""Gender and Migration"",""Labor Market Flexibility""}",1
"{""Gender-based Violence"",""Gender Mainstreaming"",""Human security"",""Sexual violence""}",1
"{""Gender-based Violence"",Oppression}",1
"{""Gender Development"",""Gender Identity"",""Gender Role Norms"",Intersectionality,Masculinity}",1
"{""Gender Differences""}",1
"{""Gender Diversity"",""Organizational Performance"",Stereotypes,""Team Diversity"",""Workplace Bias""}",1
"{""Gender Inequality"",""Income Inequality"",""Multidimensional Poverty"",""Poverty Measurement"",""Wage Inequality""}",1
"{""Gender Mainstreaming""}",1
"{""Gender Mainstreaming"",Honor,Intersectionality}",1
"{""Gender Mainstreaming"",Intersectionality,""Women of color""}",1
"{""Gender Studies"",Helpfulness,Intersectionality}",1
"{""General assembly"",""International community"",Mandate,""Security Council"",Stalemate}",1
"{Generations,""Intergenerational Justice"",""Longitudinal Research"",""Youth Transitions""}",1
"{Generations,""Soziale Praktiken"",""Youth Transitions""}",1
"{""Geneva Conventions"",""International Humanitarian Law""}",1
"{""Geneva Conventions"",""Legal status"",""Norms of Protection""}",1
"{""Geneva Conventions"",Morality}",1
"{Genocide,""Humanitarian Action"",""Humanitarian Intervention"",""International Intervention"",""United Nations""}",1
"{Genocide,""International Criminal Law"",""State Sovereignty"",""War Crimes""}",1
"{""Genuine Progress Indicator""}",1
"{Geopolitics,Globalization,""World order""}",1
"{Geopolitics,""Internet governance"",""Neoliberalism (international relations)"",""Networked Individualism""}",1
"{Geopolitics,""Political Economy""}",1
"{""Geopolitics of Outer Space"",""Globalization of Space Activities"",""Space Diplomacy"",""Space Policy"",""Sustainability of Outer Space Activities""}",1
"{""Geopolitics of Outer Space"",""International Space Law"",""Space Diplomacy"",""Space Policy"",""Sustainability of Outer Space Activities""}",1
"{""Geopolitics of Outer Space"",""Space Diplomacy"",""Space Exploration"",""Space Policy"",""Sustainability of Outer Space Activities""}",1
"{""George (robot)"",Lawlessness,""Religious freedom""}",1
"{""George (robot)"",""Legal Ethics"",Reprint}",1
"{""George (robot)"",""Liberal democracy"",""World order""}",1
"{""George (robot)"",""Trade Liberalization""}",1
"{""Global Access to Education"",Milestone}",1
"{""Global Capitalism"",Imperialism}",1
"{""Global Capitalism"",""Labor Theory of Value"",Marxism,Neo-liberalism}",1
"{""Global Capitalism"",""Monetary Targeting""}",1
"{""Global Environmental Constitutionalism""}",1
"{""Global Environmental Constitutionalism"",""Rights of Nature""}",1
"{""Global governance"",Governance,""Political Dynamics""}",1
"{""Global governance"",""Internet Governance"",Unilateralism}",1
"{""Global governance"",""Refugee law"",Refugees}",1
"{""Global governance"",""Regulatory Capitalism"",""Regulatory Governance""}",1
"{""Global Governance"",Globalization,""International Law"",""Norm Conflicts"",""Transnational Legal Pluralism""}",1
"{""Global Governance"",""Global Public Goods""}",1
"{""Global Governance"",Governance,""Multi-level governance"",""Transnational governance""}",1
"{""Global Governance"",Perimeter,""Rule of law""}",1
"{""Global Governance"",""Private sphere""}",1
"{""Global Governance"",""Reification (Marxism)""}",1
"{""Global Governance"",""Transnational Legal Pluralism""}",1
"{Globalization,""Grand strategy"",""Great power""}",1
"{Globalization,""International Trade"",""Trade Liberalization"",""Trade Policy"",""WTO Dispute Settlement""}",1
"{Globalization,""Legal Consciousness"",""Legal Harmonization"",""Legal Methodology"",""Legal Mobilization""}",1
"{Globalization,""Plenary session"",Polity,""Theme (computing)""}",1
"{Globalization,Postmodernity}",1
"{Globalization,Regionalisation}",1
"{""Globalization of Space Activities"",""International Space Law"",Militarization,""Space Diplomacy"",""Space law"",""Space Policy""}",1
"{""Global Risks""}",1
"{""Global Risks"",""Risk Analysis""}",1
"{""global security"",Pandemic,""Scope (computer science)""}",1
"{""Global Trade"",Somali,Zhàng}",1
"{""Global Value Chains"",""Value (mathematics)"",""Washington Consensus""}",1
"{""Good Administration""}",1
"{""Good Administration"",""Good practice"",""Legal norm"",""Ombudsman Institution""}",1
"{Governance,Institution}",1
"{Governance,""Language change""}",1
"{Governance,Leadership,Participation,""Policy Change"",""Political Power""}",1
"{Governance,multi-level,""Multi-level governance"",""Political Dynamics"",""Regionalism (politics)"",Visibility}",1
"{Governance,""Multi-level governance""}",1
"{Governance,Plural,""Political Dynamics""}",1
"{Governance,""Privacy protection"",""Privacy software""}",1
"{Governance,""Rule of law""}",1
"{Governance,""World order""}",1
"{Governmentality,""Legalism (Western philosophy)"",""Rule of law"",Subversion}",1
"{""Government Debt"",""Government Expenditure"",""Net (polyhedron)""}",1
"{""Government revenue"",""Output gap"",""Shadow Economy""}",1
"{Governor,Gratitude,""Public Management Reform""}",1
"{""Greek Literature""}",1
"{""Group decision-making"",Individualism-Collectivism}",1
"{""Group Dynamics"",""Prejudice Reduction"",""Social Identity""}",1
"{""Guard (computer science)"",""National guard"",""Vichy Regime""}",1
"{Guardian,""International Law""}",1
"{Guardian,""International Law"",""Relevance (law)""}",1
"{""Guideline Development""}",1
"{Guilt,Hatred,""Prejudice (legal term)""}",1
"{""Gun Ownership""}",1
"{""Gun Ownership"",Lethality,""Value (mathematics)""}",1
"{""Gun violence"",Homicide,""Homicide Rates"",""Police Legitimacy""}",1
{Habermas},1
"{Harassment,""Liberian dollar"",""Pain and suffering"",""Plea Bargaining"",Prudence,""Punishment (psychology)"",""Punitive damages""}",1
"{Harassment,""Online Harassment""}",1
"{Harmonization,""Unfair Commercial Practices""}",1
"{""Harmony (color)"",""Rights-Based Approach"",""Rights of Nature""}",1
"{""Healthcare Law""}",1
"{""Healthcare Law"",""Health Surveys"",""Patient Rights"",""Physician Liability"",""Public Health""}",1
"{""Healthcare Law"",""Medical Ethics"",""Physician Liability"",""Reproductive Medicine""}",1
"{""Healthcare Legislation""}",1
"{""Health In All Policies""}",1
"{Hebrew,""Legal Consciousness"",""Spillover effect""}",1
"{""Herbal Medicines""}",1
"{Heuristic,Heuristics}",1
"{""High Seas Governance"",Interdiction,""International waters""}",1
"{""High Seas Governance"",""Marine Genetic Resources"",""Maritime Law"",""Maritime Transport"",""Shipping Regulations""}",1
"{""High Seas Governance"",""Prima facie""}",1
"{""Historical Narratives""}",1
"{""Historical Sociology"",""Social Theory"",""Soziale Herkunft"",""Soziale Praktiken""}",1
"{Historiography,""Law and literature"",""Legal History"",Narrativity,""Principle of legality"",""White (mutation)""}",1
"{Historiography,""Legal Consciousness"",""Legal history"",""Performative utterance""}",1
{History},1
"{Holobiont,""Multicellular organism"",Symbiosis}",1
"{""Holocaust Literature""}",1
"{Homicide,Homicide-Suicide}",1
"{Homicide,Infanticide,""Violent death""}",1
"{Homicide,""Terrorism Legislation""}",1
"{Honour,""International Law""}",1
"{Honour,""International Law"",""Political geography"",""Westphalian sovereignty""}",1
"{""Household Food Security"",""Stock (firearms)""}",1
"{""House Prices"",""Mortgage Credit Expansion""}",1
{Housing},1
"{Housing,""Housing Policy""}",1
"{HR,""Organizational Change"",""Organizational Memory"",""Organizational Performance"",""Talent Management""}",1
"{""Hugo Grotius""}",1
"{""Humanitarian intervention"",Humanitarianism}",1
"{""Humanitarian intervention"",""International Intervention""}",1
"{""Humanitarian intervention"",""Responsibility to Protect"",Veto}",1
"{""Humanitarian Intervention"",""Norms of Protection"",""Regional Organizations"",""Responsibility to Protect"",""State Sovereignty"",""World order""}",1
"{Humanitarianism,""International Humanitarian Law"",""International Law"",NGOs,""Transnational Legal Pluralism""}",1
"{Humanitarianism,""Islamic reform""}",1
"{""Human Rights"",""Information society"",Summit}",1
"{""Human Rights"",""International Criminal Law"",""International Humanitarian Law"",""Rights-Based Approach"",""Transnational Legal Pluralism""}",1
"{""Human Rights"",""International Humanitarian Law"",""Legal Research"",""Rights-Based Approach"",""Socio-Economic Rights""}",1
"{""Human Rights"",""International Migration"",""Refugee Law"",Refugees}",1
"{""Human Rights"",Peacekeeping}",1
"{""Human Rights Act"",""Right to life""}",1
"{""Human Rights in Art""}",1
"{""Human rights movement"",""International Humanitarian Law"",""International Law"",""Linguistic rights"",""Principle of legality"",""Reservation of rights"",""Transnational Legal Pluralism""}",1
"{""Human settlement"",""Liberal democracy"",""Rule of law"",""Transnational Legal Pluralism""}",1
"{Humiliation,""Investment Treaty Arbitration"",Shame}",1
"{""Hybrid Warfare""}",1
"{""Identification (biology)"",""Profiling (computer programming)"",Surveillance}",1
"{""Identification (biology)"",""Supplier Development"",""Supply Chain Network Design"",""Supply Chain Resilience"",""Supply Chain Risk"",""Supply Network Complexity""}",1
"{Identity,Sexuality}",1
"{""Identity politics"",Intersectionality,Memory,""Memory Studies"",Reflexivity,Temporality}",1
"{""Identity Politics""}",1
"{""Identity Politics"",Nationalism,""Religious Fundamentalism""}",1
"{""Identity Politics"",""Right-Wing Extremism""}",1
"{""Ideology Critique"",Imperialism,Marxism,Neo-liberalism,""Normative Critique""}",1
"{""Ideology Critique"",Modernities,Philosophy,""Political Philosophy""}",1
"{""Ideology Critique"",""Theme (computing)""}",1
"{""Implicit Bias""}",1
"{""Imprecise Probabilities"",""Prospect Theory"",""Subjective expected utility""}",1
"{Imprisonment,""Punishment (psychology)""}",1
"{Impunity,Transnational}",1
"{""Incarceration Effects""}",1
"{""Incarceration Effects"",""Prison population"",""Unintended consequences""}",1
"{""Incarceration Effects"",""Psychological Impact"",""Punishment (psychology)""}",1
"{""Incentive compatibility"",Incentives}",1
"{Incentives,""Optimal Taxation"",""Revealed preference""}",1
"{Incentives,""Punishment (psychology)"",Turnover}",1
{Incoterms},1
"{Industrialisation,""Legal history"",""Legal Methodology""}",1
"{""Industrial policy"",Restructuring,""Social Innovation""}",1
"{""Industrial Policy""}",1
"{""Industrial Policy"",""Multi-level governance""}",1
"{""Industrial Relations"",""International Labour Organization"",""Labor Movement"",""Labour Rights"",""Worker Participation""}",1
"{""Industrial Relations"",""International Labour Organization"",""Labour Rights"",""Worker Participation"",""Workplace Governance""}",1
{Inequality},1
"{""Inequity aversion"",""Preference Elicitation"",Selfishness}",1
{Infanticide},1
"{Infantry,Reign,Violence,""Zero tolerance""}",1
"{Infertility,""Isolation (microbiology)"",""Subordination (linguistics)""}",1
"{""Inflation Dynamics""}",1
"{""Informed Consent"",""Legal Methodology"",""Reproductive Medicine""}",1
{Inheritance},1
"{Injustice,""Mediation Analysis"",""Organizational Performance""}",1
"{Innocence,Morality,Prudence}",1
"{""Institutional analysis"",""Institutional change"",""New institutional economics"",""Path dependence"",""Structural Change""}",1
"{""Institutional Change"",Institutionalism,Institutionalization}",1
"{""Institutional Change"",Restructuring,""Social Policy""}",1
"{""Institutional Change"",""Social Policy""}",1
"{""Institutional Change"",""Social Policy"",""Welfare State""}",1
"{""Institutional Change"",""Soziale Praktiken""}",1
"{""Institutional Economics""}",1
"{Institutionalization,""Institutional Quality"",Institution}",1
"{""Institutional Logics""}",1
"{""Institutional Logics"",""Institutional Theory"",""Organizational Change""}",1
"{""Institutional review board"",""Publication Bias""}",1
"{""Insurgency Paradigm"",""Normalization (sociology)""}",1
"{""Inter-American Court"",""International Humanitarian Law""}",1
"{""Interdisciplinary Research"",""Soziale Praktiken""}",1
"{""Intergenerational Leadership""}",1
"{Interim,""International arbitration"",""International Law""}",1
"{Intermediary,""Internet Governance""}",1
"{""International Aid""}",1
"{""International arbitration"",""Investment Treaty Arbitration"",""Investor-State Disputes"",""Punitive damages""}",1
"{""International Criminal Law""}",1
"{""International Criminal Law"",""International Humanitarian Law"",""International Law"",""Policy Making"",""Transnational Legal Pluralism""}",1
"{""International Criminal Law"",""International Humanitarian Law"",""International Law"",""Responsibility to Protect"",""State Responsibility""}",1
"{""International Criminal Law"",Portrait}",1
"{""International Criminal Law"",""Private International Law""}",1
"{""International Criminal Law"",""Rule of law""}",1
"{""International Economic Law""}",1
"{""International Economic Law"",""International Law""}",1
"{""International Economic Law"",""International Law"",""International Trade Law"",""Investment Treaty Arbitration"",""Transnational Legal Pluralism""}",1
"{""International Economic Law"",""International Law"",Lawmaking}",1
"{""International Economic Law"",""International Law"",""Private International Law""}",1
"{""International Economic Law"",""International Law"",Safeguarding}",1
"{""International Economic Law"",""International Law"",""Strengths and weaknesses""}",1
"{""International Environmental Law"",""International Law"",""Substantive law""}",1
"{""International Environmental Law"",""Punitive damages""}",1
"{""International Humanitarian Law"",""International Law"",""Legal Responsibility"",""Transnational Corporations"",""Transnational Legal Pluralism""}",1
"{""International Institutions"",""International security""}",1
{Internationalism},1
"{Internationalism,Policing,Security}",1
"{Internationalism,Polity}",1
"{Internationalism,Praxeology}",1
"{""Internationalism (politics)"",""International Law"",Populism,""Transnational Legal Pluralism""}",1
"{""Internationalism (politics)"",""Liberal democracy"",""Political Dynamics"",Populism}",1
{Internationalization},1
"{""International Law"",""International security""}",1
"{""International Law"",""International trade law"",Legislator,""Settlement (finance)""}",1
"{""International Law"",""Investment Treaty Arbitration""}",1
"{""International Law"",""Judicial Independence"",""Law of war""}",1
"{""International Law"",""Law of war""}",1
"{""International Law"",""Law of war"",""Policy Making"",""War Crimes""}",1
"{""International Law"",Permissive}",1
"{""International Law"",""Practice theory""}",1
"{""International Law"",""Principle of legality"",Torture}",1
"{""International Law"",""Private International Law""}",1
"{""International Law"",""Proportionality (law)""}",1
"{""International Law"",Realm}",1
"{""International Law"",""Representation (politics)"",""Settlement (finance)"",""Ultra vires""}",1
"{""International Law"",Restructuring}",1
"{""International Law"",""Section (typography)"",Surprise}",1
"{""International Law"",Silence}",1
"{""International Law"",""Social order""}",1
"{""International Law"",""State responsibility""}",1
"{""International Law"",""Subordination (linguistics)""}",1
"{""International Law"",SWORD}",1
"{""International Law"",""Transnational Legal Pluralism"",""Universal jurisdiction""}",1
"{""International Relations""}",1
"{""International Space Station"",""Space Diplomacy"",""Space law"",""Space Policy""}",1
"{""International trade law"",""TRIPS Agreement"",""WTO Dispute Settlement""}",1
"{""International Trade Law"",""Trade Policy"",""WTO Dispute Settlement""}",1
"{""International Trade Law"",""WTO Dispute Settlement""}",1
"{""Internet governance"",""Internet of Things"",Privacy}",1
"{""Internet Governance""}",1
"{""Internet Traffic""}",1
"{""Interreligious Relations""}",1
{Interrogation},1
"{""Intersex Disorders""}",1
"{""Interventional radiology"",Neuroradiology}",1
"{""Investment Decisions""}",1
"{""Investment (military)"",""Settlement (finance)"",""Shareholder Value"",""Stewardship (theology)""}",1
"{""Investment Treaty Arbitration""}",1
"{""Investment Treaty Arbitration"",Phenomenon,""Settlement (finance)""}",1
"{""Islamic Manuscripts"",""Muslim Readings of Gospels""}",1
"{Islamophobia,Multiculturalism}",1
"{Islands,Liturgy,Nothing,""White (mutation)""}",1
{Israel},1
"{""Judgment Aggregation"",""Margin of appreciation"",Subsidiarity}",1
"{""Judicial Bias""}",1
"{""Judicial Bias"",""Legal Semiotics"",""Reentry Challenges"",""Restorative justice"",""Transitional Justice""}",1
"{""Judicial Cooperation""}",1
"{""Judicial Cooperation"",""Legal Methodology""}",1
"{""Judicial independence"",""Legal Education""}",1
"{""Judicial Independence""}",1
"{""Judicial Oversight"",""Legal Education"",""Legal Methodology"",""Privacy Rights"",""Surveillance Law""}",1
"{""Judicial Politics""}",1
"{""Judicial Politics"",""Minimalism (technical communication)""}",1
"{""Judicial Politics"",""Scope (computer science)"",Veto}",1
"{""Jus ad bellum"",""Relevance (law)"",""Territorial integrity"",Ukraine}",1
"{""Jus ad bellum"",Silence,""Transnational Legal Pluralism""}",1
"{""Jus ad bellum"",""United Nations""}",1
"{""Just War Theory"",""Norm Conflicts"",""Preventive War""}",1
{Kant},1
"{""Karl popper"",""Public Sociology"",""Relational Sociology"",""Social Structure"",""Social Theory"",""Sociological Imagination""}",1
"{Kingdom,Laos}",1
"{Kingdom,""Private International Law""}",1
"{Knight,""Perfect competition"",""Risk–return spectrum""}",1
"{""Knowledge Sharing"",""Social Media"",Trust}",1
"{""Kurdish question""}",1
"{""Labor Theory of Value""}",1
"{""Labour Rights""}",1
"{""language and law"",Obligation,""Plea Bargaining"",""Speech act"",""Value (mathematics)""}",1
"{""Latin Hypercube Sampling"",""Probabilistic Design Optimization"",""Reliability Analysis"",""Sensitivity Analysis"",""Uncertainty Quantification""}",1
"{""Law and Economics""}",1
"{Lawlessness,Prerogative,""Presidential prerogative"",""Principle of legality"",""Rule of law"",Sovereignty}",1
"{""Law reform"",""Lawyer Wellbeing""}",1
"{""Lawyer Wellbeing"",Misconduct}",1
{Learning},1
"{""Learning Organization"",""Operational Research"",""Organizational behavior"",""Organizational Culture"",""Organizational Learning"",""Systems Thinking""}",1
"{""Legal Consciousness"",""Legal culture"",""Proportionality (law)""}",1
"{""Legal Consciousness"",""Legal Education"",""Legal Ethics"",""Legal Methodology""}",1
"{""Legal Consciousness"",""Legalism (Western philosophy)"",""Legal Mobilization"",""New Left""}",1
"{""Legal Consciousness"",""Legal Mobilization"",Universalism}",1
"{""Legal Consciousness"",Phenomenon,Underpinning}",1
"{""Legal Consciousness"",""Rationalization (economics)""}",1
"{""Legal Consciousness"",""Reflection (computer programming)""}",1
"{""Legal Cultures"",""Principle of legality""}",1
"{""Legal Cultures"",""Scots law""}",1
"{""Legal doctrine"",""Legal Education"",""Legal Methodology""}",1
"{""Legal Education"",""Legal Methodology""}",1
"{""Legal Education"",""Minor (academic)""}",1
"{""Legal Harmonization""}",1
"{""Legal Harmonization"",""Legal pluralism"",""Pluralism (philosophy)"",Positivism}",1
"{""Legal History"",""Numerus clausus""}",1
"{""Legal History"",Scots}",1
"{""Legal History"",Scots,""Scots law""}",1
"{""Legal History"",""Social justice""}",1
"{""Legalism (Western philosophy)"",""Transnational Legal Pluralism"",Worry}",1
"{""Legal Methodology"",""Legal science""}",1
"{""Legal Methodology"",""Organizational Change"",""Stakeholder Engagement"",""Workplace Flexibility""}",1
"{""Legal Methodology"",Perversion}",1
"{""Legal Methodology"",""Political Theology"",Reasoning}",1
"{""Legal Methodology"",""Population Studies"",""Refugee Studies""}",1
"{""Legal Methodology"",Privacy}",1
"{""Legal Methodology"",Professionalism}",1
"{""Legal Methodology"",""Psychiatric Evaluation""}",1
"{""Legal norm"",""Responsibility to Protect""}",1
"{""Legal opinion"",""Moral obligation"",Obligation,""Transnational Legal Pluralism""}",1
"{""Legal pluralism"",""Pluralism (philosophy)"",""Transnational Legal Pluralism""}",1
"{""Legal positivism"",""Legal Semiotics"",Positivism}",1
"{""Legal Profession""}",1
"{""Legal Reforms""}",1
"{""Legal Research"",""Punitive damages""}",1
"{""Legal Research"",Wife}",1
"{""Legal Semiotics""}",1
"{""Legal Semiotics"",Legitimation}",1
"{""Legal Semiotics"",Plural}",1
"{""Legal Semiotics"",""Representation (politics)"",""Value (mathematics)""}",1
"{""Legal Semiotics"",""Restorative justice"",""Transitional Justice"",""Visual Jurisprudence""}",1
"{""Legal Technology""}",1
"{""Legislative process"",Occupation}",1
{Lexicography},1
"{""Liberal democracy"",""State of emergency"",""State of Exception""}",1
"{""Liber Pontificalis""}",1
"{""Library Services"",""Public Libraries""}",1
"{Limiting,""Right to the City"",Slogan}",1
"{""Linguistic rights"",""Rights-Based Approach""}",1
"{Liquidity,Pooling,Securitization,Structuring}",1
"{""Literary Discourse""}",1
"{""Literary Tradition""}",1
"{Literature,Participation}",1
"{""Literature Analysis"",Psychoanalysis}",1
{Litigation},1
"{Litigation,""Primary market"",""Secondary market""}",1
"{""Litigation Outcomes""}",1
"{""Maastricht Treaty"",""Monetary Policy Transmission""}",1
"{Macro,""Monetary Policy Instruments"",""Opposition (politics)"",""Policy mix"",""Wage growth""}",1
"{Macro,""Political Economy""}",1
{Macroeconomics},1
"{Mainstream,""Norm Conflicts""}",1
"{Mainstream,Populism,Zeitgeist}",1
"{""Malpractice Risk"",Norms,""Tort Reform"",""Transaction Cost Theory""}",1
"{""Margin (machine learning)"",""Margin of appreciation"",""Mutual Recognition""}",1
"{""Maritime Law""}",1
"{""Maritime Law"",""Maritime Transport"",Shipping,""Shipping Regulations"",""Trade Contracts""}",1
"{""Market access"",""Multilateral trade negotiations"",""Trade in services"",""Trade Liberalization""}",1
"{""Market access"",""Regional trade"",""Rules of origin"",""Trade Liberalization"",""Trade Patterns""}",1
{Marriage},1
"{Marshalling,""Private Security Companies"",""Private security"",""Security forces"",Thriving}",1
"{""Mathematical Modeling"",Sustainability,""Vibration Analysis""}",1
"{Maxim,Mistake,Renunciation,Restitution}",1
"{""Max Weber"",""Political Theology""}",1
"{""Mechanism design"",""Robustness (evolution)"",""Voting Procedures""}",1
"{""Media Use""}",1
"{""Medical Ethics""}",1
"{""Medical History""}",1
"{""Medically Unexplained Symptoms"",""Prodromal Symptoms""}",1
"{""Medieval Architecture""}",1
"{""Medieval Economic Thought""}",1
"{""Medieval Literature"",""Middle Ages""}",1
"{""Mediterranean Society""}",1
{Memory},1
{Meta-Analysis},1
{Metaphysics},1
"{""Methodological individualism"",""Neorealism (international relations)"",Pluralism,""Reification (Marxism)""}",1
{Methodology},1
{Microalgae},1
"{Microfinance,Miracle}",1
"{""Middle Ages""}",1
{1960s},1
{Migrations},1
"{""Military Contractors""}",1
"{""Military Masculinity""}",1
"{""Military Masculinity"",Versa}",1
"{""Military psychiatry"",""Person-Centered Medicine"",""Social psychiatry""}",1
{Mobbing},1
"{""Model Checking"",""Runtime Verification"",""Safety Verification""}",1
"{Moderation,""Random assignment"",""Restorative justice"",Seriousness,""Treatment Effectiveness""}",1
"{""Molecular Subtypes""}",1
"{""Monetary Targeting""}",1
"{""Monetary Targeting"",""Pension insurance"",""Pension system"",""Stratification (seeds)""}",1
"{""Mortgage Credit Expansion""}",1
"{""Multicultural Education""}",1
{Multiculturalism},1
"{Multiculturalism,""Social Boundaries""}",1
"{""Multivariate Analysis"",""Rank (graph theory)"",""Representation (politics)"",""Statistical inference"",""TRACE (psycholinguistics)""}",1
"{""Multivariate Analysis"",""Unit root test""}",1
"{""Narrative Theory""}",1
"{Narrativity,""Property Predictions"",""Representation (politics)"",""Value (mathematics)""}",1
"{Nat,""Presentation (obstetrics)"",""Private International Law""}",1
{Nationalism},1
