"citing_keyword","item_cnt"
"{BENGAL,Caste,Conflict,Emigration,""Independence (probability theory)"",Peasant,Sister,Tribe}",1
"{BENGAL,Laissez-faire}",1
"{""Benign Prostatic Hyperplasia"",""Laser coagulation"",""Prostatic urethra""}",1
"{""Benthic Communities"",Benthos,""Bottom trawling"",Seamount}",1
"{Benzaldehyde,Heptanal,""Hydrothermal synthesis"",""Mesoporous Materials"",""Mesoporous organosilica"",""Morphology (biology)"",Nanomaterials}",1
"{""Benzene derivatives"",""Heterocyclic Compounds"",""Residue (chemistry)""}",1
"{Benzimidazoles,Chalcone,Lipophilicity,""Mode of action""}",1
"{Benzimidazoles,""Dicarboxylic acid"",""Thermal stability""}",1
"{Benzimidazoles,Oxadiazole,Oxamide}",1
"{""Benzodiazepine Therapy"",Chlordiazepoxide,Doxepin}",1
"{""Benzoic acid"",""Lewis Acid-Base Properties""}",1
"{""Benzyl bromide"",""Enzymatic Glycoside Synthesis"",""Glycoprotein Synthesis"",Glycosylation,""Oligosaccharide Synthesis"",Orthoester,""Protein Glycosylation""}",1
"{Bequest,History,""Real property"",Wife}",1
"{Bereavement,""Collective Memory"",""Complicated Grief"",""Mediated Memories"",Postmemory}",1
"{Bereavement,""Dead body"",""Dead end"",""Dead sea"",""Rest (music)"",Soul}",1
"{Bespoke,""Dry-powder inhaler"",""Dry Powder Inhalers"",Excipient,""Inhaler Devices"",""Pharmaceutical technology""}",1
"{""Best interests"",""Best practice"",""Parental Discretion"",Parenting}",1
"{""Best interests"",""Best practice"",""Seclusion and Restraint""}",1
"{""Best interests"",""Duty of loyalty"",Institution,Obligation,""Patient Dignity"",""Physician Behavior"",""Physician Liability"",""Professionalism Dilemmas""}",1
"{""Best interests"",Happening,""Promotion (chess)""}",1
"{Betatron,""Electromagnetic induction"",""Magnetohydrodynamic Turbulence""}",1
"{Betrayal,Historiography,""Nazi Propaganda"",""Nuremberg trials""}",1
"{""Biblical languages"",""Greek Literature"",Hebrew,""Modern Greek""}",1
"{""Biblical Monotheism""}",1
"{""Biblical Scholarship"",""Philosophical Reflection"",Theology}",1
"{Bibliography,Christianity,Ethics,Exegesis,Philosophy,Theology}",1
"{Bibliography,""Classical Antiquity"",Demography,""Greek Literature"",Inequality,""Late Antiquity""}",1
"{Bibliography,Colonialism}",1
"{Bibliography,""Company Governance""}",1
"{Bibliography,""Constitutional Courts"",""Human Rights"",""Legal Methodology"",Privacy,""Regulatory Agencies""}",1
"{Bibliography,""Content (measure theory)"",History}",1
"{Bibliography,""Content (measure theory)"",""Human Rights""}",1
"{Bibliography,""Content (measure theory)"",""Link (geometry)""}",1
"{Bibliography,""Copyright Law"",""Human Rights"",""Intellectual Property Rights"",Patents,Regulations}",1
"{Bibliography,""Cross-disciplinary Studies""}",1
"{Bibliography,Demography,""Greek Literature"",""Historical Institutions""}",1
"{Bibliography,Demography,""Greek Literature"",Literature,Manuscripts,Philosophy}",1
"{Bibliography,Download}",1
"{Bibliography,Gender,""Human Rights"",""International Relations"",NGOs,Occupation}",1
"{Bibliography,Gender,Literature,Manuscripts,Philosophy,Society}",1
"{Bibliography,""Greek Literature""}",1
"{Bibliography,""Historical Cartography""}",1
"{Bibliography,""Historical Texts"",""Late Antiquity""}",1
"{Bibliography,""Human Rights""}",1
"{Bibliography,""Human Rights"",""State Sovereignty""}",1
"{Bibliography,""Hybrid Rocket Propulsion"",""Propellant Tank"",Self-Pressurization,""Solid Rocket Motors"",""Thermodynamic Modeling""}",1
"{Bibliography,Inequality}",1
"{Bibliography,""International Courts"",""Public Opinion"",""Separation of Powers"",""Supreme Court""}",1
"{Bibliography,""Lawyer Wellbeing""}",1
"{Bibliography,""Legal Methodology""}",1
"{Bibliography,Literature}",1
"{Bibliography,Literature,Manuscripts,Philosophy}",1
"{Bibliography,""Literature Analysis"",Literature,Manuscripts,Philology,""Textual Criticism""}",1
"{Bibliography,Sovereignty}",1
"{Bibliography,""Thermodynamic Properties""}",1
"{Bibliography,""Transitional Justice""}",1
"{""Bicarbonate Therapy""}",1
"{""Big Data"",""Competition law""}",1
"{""Bilateral Investment Treaties"",""Competition law"",""Investment (military)"",""Investment Treaty Arbitration"",""Language change""}",1
"{""Bilateral Investment Treaties"",""EU Law"",""Investment Treaty Arbitration""}",1
"{""Bilateral Investment Treaties"",""European commission"",""Investment (military)"",""Investment Treaty Arbitration""}",1
"{""Bilateral Investment Treaties"",""Fair and Equitable Treatment"",""Investment (military)"",""Investment Treaty Arbitration"",""Investor-State Disputes"",""State Sovereignty""}",1
"{""Bilateral Investment Treaties"",""Foreign Direct Investment"",""International Economic Law"",""International Law"",""Investment (military)"",""Investment Treaty Arbitration""}",1
"{""Bilateral Investment Treaties"",""International Economic Law"",""International Law"",""International Trade Law"",""Rights-Based Approach""}",1
"{""Bilateral Investment Treaties"",""International Economic Law"",""International Law"",""Investment (military)"",""Investment protection"",""Investment Treaty Arbitration""}",1
"{""Bilateral Investment Treaties"",""International Economic Law"",""International Law"",""Investment (military)"",""Investment Treaty Arbitration"",""Investor-State Disputes""}",1
"{""Bilateral Investment Treaties"",""International Economic Law"",""International Law"",""Investment Treaty Arbitration"",Sketch}",1
"{""Bilateral Investment Treaties"",""Investment (military)"",""Investment protection"",""Investment Treaty Arbitration"",""Investor-state dispute settlement""}",1
"{""Bilateral investment treaty"",""Investment (military)"",""Investment protection"",""Investment Treaty Arbitration""}",1
"{Bilateralism,""International arbitration"",""International Economic Law"",""International Law"",""Investment (military)"",""Investment protection"",""Investment Treaty Arbitration"",Realm}",1
"{""Bilayer Structure""}",1
"{Bildung,Cicero}",1
"{Bildung,Download,""Legal Methodology""}",1
"{Bildung,Gender,Kultur,Media,Society}",1
"{Bildung,""Inclusive Education""}",1
"{Bildung,Manifesto}",1
"{Bildung,Manifesto,Nationalism}",1
"{Bildung,Pragmatism}",1
"{Bildung,""Social History""}",1
"{Bildungsbeteiligung,Bildungsentscheidungen,Bildungsungleichheit,""Qualitative Inhaltsanalyse""}",1
"{Bildungsbeteiligung,Bildungsentscheidungen,""Education Demand"",""Religious Education"",""Supplementary Tutoring""}",1
"{Bildungsbeteiligung,Bildungsentscheidungen,""Ethnografisches Schreiben"",""Qualitative Inhaltsanalyse"",""Soziale Praktiken""}",1
"{Bildungsbeteiligung,Bildungsentscheidungen,ExpertInneninterviews,""Soziale Herkunft"",Teaching}",1
"{Bildungsbeteiligung,Bildungsentscheidungen,Governance}",1
"{Bildungsbeteiligung,Bildungsentscheidungen,""Informed Consent""}",1
"{Bildungsbeteiligung,Bildungsentscheidungen,Participation,""Soziale Praktiken""}",1
"{Bildungsbeteiligung,Bildungsentscheidungen,""Qualitative Inhaltsanalyse""}",1
"{Bildungsbeteiligung,Bildungsungleichheit,Discrimination,""Health Disparities"",""Soziale Herkunft""}",1
"{Bildungsbeteiligung,""Collaborative Governance"",""Instructional Improvement"",""Performance Measurement"",""Teacher Decision Making""}",1
"{Bildungsbeteiligung,Credential,""Entitlement (fair division)""}",1
"{Bildungsbeteiligung,""Cultural Consumption"",""Motivation in Music"",""Musical Development"",""Music Education""}",1
"{Bildungsbeteiligung,Didactics,Learning,""Qualitative Inhaltsanalyse"",Teaching}",1
"{Bildungsbeteiligung,Education,Governance,Interdisciplinarity,""Qualitative Inhaltsanalyse""}",1
"{Bildungsbeteiligung,Emotionalization,""Qualitative Inhaltsanalyse"",""Social Boundaries"",""Societal Attitudes""}",1
"{Bildungsbeteiligung,ExpertInneninterviews,Governance,Practices,""Qualitative Inhaltsanalyse""}",1
"{Bildungsbeteiligung,""Identity Politics""}",1
"{Bildungsbeteiligung,""Inclusion Practices"",""Inclusive Education""}",1
"{Bildungsbeteiligung,Institution}",1
"{Bildungsbeteiligung,Interdisciplinarity,""Soziale Praktiken""}",1
"{Bildungsbeteiligung,Learning,""Teacher Education"",Teaching,""Teaching Methods""}",1
"{Bildungsbeteiligung,Multilingualism}",1
"{Bildungsbeteiligung,""Organizational Change""}",1
"{Bildungsbeteiligung,""Organizational Change"",""Professional Development""}",1
"{Bildungsbeteiligung,""Qualitative Inhaltsanalyse""}",1
"{Bildungsbeteiligung,""Soziale Praktiken""}",1
"{Bildungsbeteiligung,""Student Engagement"",""Student Motivation"",""Student Participation""}",1
"{Bildungsbeteiligung,Teaching}",1
"{Bildungsentscheidungen,Curriculum}",1
"{Bildungsentscheidungen,Didactics,""Discourse Analysis"",Download,Learning,""Qualitative Inhaltsanalyse""}",1
"{Bildungsentscheidungen,Didactics,Education,""Epistemic Practices"",Teaching}",1
"{Bildungsentscheidungen,Emotions,ExpertInneninterviews,Practices,""Qualitative Inhaltsanalyse""}",1
"{Bildungsungleichheit,""Demographic Transition"",""Migrant Health"",""Migration Background"",""Soziale Herkunft""}",1
"{Bildungsungleichheit,""Human Rights"",""Mental Health"",Trafficking,Violence}",1
"{Bildungsungleichheit,""Income Inequality"",""Social Policy""}",1
"{Bildungsungleichheit,""Soziale Herkunft""}",1
"{""Bile Duct Injury"",""Blunt trauma""}",1
"{""Biliary Drainage"",""Radiological Findings""}",1
"{""Bilingual Education"",""Critical Literacy"",""Cultural Sustaining Pedagogy"",""Language Rights"",Translanguaging}",1
"{Bilingualism,Dialectology,""Hispanic Linguistics"",""Historical Linguistics"",Sociolinguistics}",1
"{Bilingualism,""Linguistic Borrowing"",""Linguistic Identity"",Linguistics,""Semantic Changes""}",1
"{Bilirubin,""Bilirubin Measurement"",""Bilirubin Metabolism"",""Neonatal Jaundice""}",1
"{""Bilirubin Measurement""}",1
"{""Bilirubin Measurement"",""Bilirubin Metabolism""}",1
"{""Bill of rights"",""Civil liberties"",Dignity,""Extreme Right"",Islam,""Kurdish question"",""Media Bias"",Right-Wing,""Rule of law"",""Social rights""}",1
"{""Bill of rights"",""Civil liberties"",""Legal Consciousness"",Legislator}",1
"{""Bill of rights"",""Constitutional court"",""Constitutional Reform"",Dignity,Legislator,""Social rights"",Stipulation}",1
"{""Bill of rights"",""Constitutional court"",Dignity,""Patient Dignity""}",1
"{""Bill of rights"",Constitutionalism,""Constitutional Review"",""Constitutional theory"",Contingency,""Proportionality (law)""}",1
"{BIM,""Building information modeling"",""Design process"",""Information model"",""Innovation in Projects""}",1
"{""Bimetallic strip"",""Catalytic cycle"",""Catalytic Reduction""}",1
"{""Bimetallic strip"",""Hydrogen atom"",Imine,""Monoclinic crystal system"",""Transition Metal Complexes""}",1
"{""Binary Mixtures"",Polymorphisms,""Refractive Indices"",""Thermodynamic Modeling"",""Ultrasound-Assisted Crystallization""}",1
"{""Binary opposition"",""Persuasion Strategies"",Superstition,""Value (mathematics)""}",1
"{""Binary opposition"",Sexuality,Temporality}",1
"{""Bioabsorbable Fixation Devices"",""Facial Fractures"",""Limb Reconstruction"",""Surgical Treatment"",""Treatment Outcomes""}",1
"{Biobanking,""Clinical Decision Support"",""Health informatics tools"",""Informed Consent"",""Research Participation""}",1
"{Biobanking,Declaration,""Research ethics""}",1
"{Biobanking,Derogation}",1
"{Biobanking,""Genetic data"",""Medical research"",""Medical science"",""Privacy and Confidentiality"",""Research Participation"",""Vulnerability in Research""}",1
"{Biobanking,Identifiability,""Relevance (law)""}",1
"{Biobanking,""Informed Consent"",""Research ethics""}",1
"{Biocatalysis,""Single-Cell Analysis""}",1
"{Bioceramics,Biocompatibility,Biomaterial}",1
"{""Biochemical Genetics""}",1
"{""Biochemical Modeling""}",1
"{Biochemist,""Cell metabolism"",""Cell structure"",""Cellular Functions"",""Living cell""}",1
"{Biocide,Biodeterioration,""Natural materials""}",1
"{Biodistribution,""Brain Tumor Epidemiology"",""Molecular imaging"",""Translocator protein""}",1
"{""Biodiversity Offsets""}",1
"{Bioethics,Confessional,""Ethics Consultation"",""Pluralism (philosophy)"",""Public discourse""}",1
"{Bioethics,Dignity,""Position (finance)"",Reverence}",1
"{Bioethics,Dignity,""West germany""}",1
"{Bioethics,""Egg donation"",""Oocyte donation""}",1
"{Bioethics,""Ethical Considerations"",""Medical Ethics"",""Patient Rights"",""Psychiatric Treatment""}",1
"{Bioethics,""Ethical Issues"",""Medical Ethics""}",1
"{Bioethics,""Ethics Consultation""}",1
"{Bioethics,""Genetic Testing"",""Interdisciplinary Collaboration"",""Reproductive Medicine"",Telemedicine}",1
"{Bioethics,""Medical Ethics"",""Medical Evaluation"",""Patient Rights"",""Physician Liability""}",1
"{Bioethics,""Medical Ethics"",""Reproductive Medicine"",""Reproductive Technologies""}",1
"{Bioethics,""Medical Ethics"",""Sexual Differentiation""}",1
"{Bioethics,Personalism}",1
"{Bioethics,""Rights-Based Approach""}",1
"{Bioethics,""Synthetic Biology""}",1
"{""Biofilm Infections""}",1
"{""Biofuel Production""}",1
"{""Biogeochemical Cycling"",""Cementation (geology)"",Lithification,Phreatic}",1
{BioID},1
"{""Biological Activities""}",1
"{""Biological Activities"",""Environmental Sequencing"",""Pharmacological Potential"",""Phylogenetic Analysis"",""Symbiotic Relationships""}",1
"{""Biological effect"",""Biological organism"",Radiation,Radiobiology}",1
"{""Biological Productivity""}",1
"{""Biological sex"",""Opposition (politics)"",""Sexual difference"",Sexuality}",1
"{""Biological Templates""}",1
"{""Biologic Scaffolds"",Submucosa}",1
"{Biology,""Conceptual Change"",""Evolutionary Theory"",Holism,""Natural Selection"",""Science and Religion""}",1
"{Biology,""Evolutionary Theory"",Holism,""Natural Selection"",""Science and Religion"",Teaching}",1
"{Bioluminescence,Biosensors,Imaging,""Microbial Biosensors""}",1
"{Bioluminescence,Luminol,""Oxidative metabolism""}",1
"{""Biomarker Discovery"",""Biomedical Applications"",Biosynthesis,Phosphoproteomics,""Quantitative Analysis""}",1
"{""Biomass Estimation""}",1
"{""Biomass Estimation"",""Tree Allometry"",""Tree Height-Diameter Models""}",1
"{Biomaterial,""Orthopedic Implants""}",1
"{""Biomedical Applications"",Enzymes,Synthesis}",1
"{""Biomedical Literature""}",1
"{""Biomimetic Synthesis"",""Diatom Biomineralization"",""Nanoparticle Assembly"",""Nanostructured Materials""}",1
"{Bionomics,""New Species""}",1
"{Biopolitics,Biopower}",1
"{Biopolitics,Biopower,Mobilities}",1
"{Biopower,""Everyday life"",Habitus,""Michel foucault"",Psychoanalysis,""Weimar Republic""}",1
"{Biopower,Geopolitics,""The Imaginary"",""Urban Political Ecology""}",1
"{Biosafety,""Global Environmental Constitutionalism"",""Precautionary principle"",Safeguarding}",1
{Biosimilars},1
"{""Biosphere Reserves"",Umwelt}",1
"{Biota,""Electromagnetic spectrum"",Eutrophication,""Lake ecosystem"",""Ozone depletion"",""Photosynthetically active radiation""}",1
"{""Biotechnological Applications"",Laminarin}",1
"{""Biotechnology Education""}",1
"{Biotin,""Stratum spinosum""}",1
"{""Biotin deficiency"",Biotin,""Vitamin b complex""}",1
"{Biotope,Epigeal,Foothills,""species diversity"",Thicket}",1
"{Biotope,""Microbial Metabolism""}",1
"{Biotransformation,""Drug action"",""Mode of action"",Treatment}",1
"{Biphenyl,""Carbon chain"",""Pesticide Exposure""}",1
"{Biphenyl,Synthesis}",1
"{""Bipolar nebula"",""Effective temperature"",""High-Mass Stars"",""Large Magellanic Cloud""}",1
"{Bipolaron,Superconductivity}",1
"{""Bird migration"",Flyway,""Migration Patterns""}",1
"{""Birth Outcomes"",HIV/AIDS,""HIV Epidemiology"",""HIV Transmission"",Pregnancy}",1
"{""Birth records"",Fertility,""Western europe""}",1
"{Bishops,Bulgarian,""Cultural History"",Liturgy}",1
"{Bishops,""Byzantine Philosophy"",""Line (geometry)""}",1
"{Bishops,Calvinism,Humility,Magisterium,""Papal infallibility""}",1
"{Bishops,""Canon law"",Celibacy,Heresy,Papacy}",1
"{Bishops,""Canon law"",""Historical Texts"",""Queen (butterfly)""}",1
"{Bishops,Ceremony,History,Polity}",1
"{Bishops,""Christian ministry"",""Position (finance)"",Reproduction}",1
"{Bishops,""Church History""}",1
"{Bishops,""Church History"",""Consolidation (business)"",Ninth}",1
"{Bishops,""Church History"",Eleventh,Emperor,""Great power""}",1
"{Bishops,""Church History"",Emperor,""Nephew and niece"",Ravenna,""Roman Empire""}",1
"{Bishops,""Church History"",""Independence (probability theory)"",Interregnum,""Opposition (politics)"",Royalist}",1
"{Bishops,""Church History"",Polity}",1
"{Bishops,Compromise,""Medieval Christianity"",Secularity}",1
"{Bishops,CONQUEST,""Early Islamic Transition"",Elite,""Inheritance (genetic algorithm)""}",1
"{Bishops,Constitutionalism,""Legalism (Western philosophy)"",Nominalism,Piety,Reformation,Royalist,Schism}",1
"{Bishops,Creed,Emperor,""Medieval Christianity""}",1
"{Bishops,Divinity,Reign,Synod}",1
"{Bishops,Dominion,History,Nobility}",1
"{Bishops,Duchy,Reformation}",1
"{Bishops,""Early Christianity"",""Inheritance (genetic algorithm)"",""Liber Pontificalis"",""Representation (politics)""}",1
"{Bishops,Elite,""Medieval Literature"",Nobility}",1
"{Bishops,Emperor}",1
"{Bishops,Emperor,Historiography,""Medieval history""}",1
"{Bishops,Emperor,Promulgation}",1
"{Bishops,Exegesis,""Medieval Literature"",Sustenance}",1
"{Bishops,Greatness,History,Vision}",1
"{Bishops,Heresy,Papacy}",1
"{Bishops,Historiography}",1
"{Bishops,History,""Quarter (Canadian coin)""}",1
"{Bishops,""Independence (probability theory)"",Manuscripts,Ninth,""Quarter (Canadian coin)""}",1
"{Bishops,Institution,Papacy,""Roman Empire""}",1
"{Bishops,Kingdom}",1
"{Bishops,Kingdom,Reign}",1
"{Bishops,""Legalism (Western philosophy)"",Monasticism,Penitential}",1
"{Bishops,""Liber Pontificalis"",Portrait}",1
"{Bishops,""Medical knowledge"",""Medieval Literature"",Prosperity}",1
"{Bishops,""Medieval Literature"",Piety,Prestige,Revelation}",1
"{Bishops,Militant,""Opposition (politics)"",Peninsula}",1
"{Bishops,Monasticism,Ninth}",1
"{Bishops,Nobility,Reformation,""Roman Empire""}",1
"{Bishops,Piety,Visigothic}",1
"{Bishops,Reformation}",1
"{Bishops,""Religious Power""}",1
"{Bishops,""Religious Practices""}",1
"{Bismuth,""Bismuth titanate"",""Perovskite Structure"",""Piezoelectric Properties"",""Rietveld refinement""}",1
"{Bismuth,""Component (thermodynamics)"",""Crystal (programming language)"",""Liquid Alloys""}",1
"{Bismuth,""Ion Detection"",""Ion Mobility"",""Metal Ion-Imprinted Polymers"",""Metal Ions"",""Polyatomic ion""}",1
"{""Bismuth-Coated Electrodes""}",1
"{Bisulfite,Dyeing,Mordant,""Potassium dichromate"",""Sodium bisulfite"",Triphenylmethane}",1
"{""Bite force quotient"",""Dentin Structure""}",1
"{""Bite force quotient"",""Predator-Prey Interactions""}",1
"{""Bit (key)"",""Investment (military)"",""Investment Treaty Arbitration"",""Position (finance)"",""World economy""}",1
"{""Bitter taste"",""Protein Hydrolysates""}",1
"{""BitTorrent tracker"",""Data Privacy"",""Privacy Concerns"",""Privacy Regulations"",""Relevance (law)"",""Tracking (education)""}",1
"{""BitTorrent tracker"",""Data Privacy"",""Privacy Concerns"",""Relevance (law)"",""Tracking (education)""}",1
"{""Black hole (networking)"",Bursting,""Thermonuclear fusion"",""Transient (computer programming)"",""X-Ray Astronomy""}",1
"{""Black hole (networking)"",""Choice of Law"",""Conflict of Laws"",""Cross-Border Litigation"",""Legal Harmonization""}",1
"{""Black hole (networking)"",""Compact star"",""Galactic plane"",""Stellar population"",""X-Ray Astronomy"",""X-Ray Spectroscopy""}",1
"{""Black hole (networking)"",""Galactic plane"",""Stellar population"",""X-Ray Astronomy"",""X-Ray Spectroscopy""}",1
"{Blackout,Crusades,Historiography,""Human settlement""}",1
"{""Black sea"",Etymology,Onomastics}",1
"{""Black sea"",Greeks,""Quarter (Canadian coin)"",""Roman Economy""}",1
"{""Black Studies"",""Community Activism"",Feminism}",1
"{""Bladder Exstrophy""}",1
"{""Bladder Exstrophy"",""Lichen Sclerosus"",""Vulvar Disease"",""Vulvovaginal Pathology""}",1
"{""Bladder Outlet Obstruction""}",1
"{Blame,""Desert (philosophy)"",Professionalism,""Retributive justice"",Utilitarianism}",1
"{Blame,Discipline,Institution,""International Law""}",1
"{Blame,Disinformation,Libertarianism,Misinformation,Obligation}",1
"{Blame,Eugenics,Reactionary}",1
"{Blame,""Legal formalism"",""Legal Methodology"",""Legal positivism"",Positivism}",1
"{Blank,""High-Temperature Composite Materials"",Mandrel,""Tension (geology)""}",1
"{Blasphemy,""Church History""}",1
"{Blasphemy,Incarnation,Judgement,""Medieval Synagogue"",Sublime}",1
"{""Blast Furnace"",Slipping,Tuyere}",1
"{Blattidae,Blattodea,Cockroaches}",1
"{Blessing,Humanitarianism}",1
"{Blessing,""Medieval art"",Portraiture,Sculpture,""Symbol (formal)""}",1
"{""Blind trust"",Deed,""Express trust"",""Fiduciary Duty"",Scrutiny,""Trust law"",Verdict}",1
"{""Blind trust"",""Position (finance)"",""Property Rights"",Settlor,""Trust law"",""Value (mathematics)""}",1
"{Blockchain,""Blockchain Technology"",""Civil code"",""Code (set theory)"",""Smart contract"",""Smart Contracts""}",1
"{Blockchain,""Blockchain Technology"",""Smart Contracts""}",1
"{Blockchain,""Capital (architecture)"",""Code (set theory)"",Decentralization,Pace,""Smart contract""}",1
"{Blockchain,""Capital (architecture)"",Disintermediation}",1
"{Blockchain,Capitalization,""Electronic money"",""Market capitalization"",""Virtual currency""}",1
"{Blockchain,Clearing,""Settlement (finance)"",""Smart contract""}",1
"{Blockchain,""Code (set theory)"",Realm,""Smart Contracts""}",1
"{Blockchain,""Conceptual framework"",""Leverage (statistics)""}",1
"{Blockchain,Confiscation,""Money laundering"",""Organised crime"",""Virtual currency""}",1
"{Blockchain,Contextualization,""Transformative learning""}",1
"{Blockchain,Contracting,""Smart contract"",""Smart Contracts""}",1
"{Blockchain,Cryptocurrencies}",1
"{Blockchain,Cryptocurrencies,Cryptomarkets,""Digital Sovereignty""}",1
"{Blockchain,Cryptocurrencies,Decentralization,""Online Platforms"",Security}",1
"{Blockchain,""Data sharing"",""Internet appliance"",""Internet of Things"",""Web of Things""}",1
"{Blockchain,Decentralization,""Requirements traceability"",Traceability}",1
"{Blockchain,Decentralization,""Rule of law""}",1
"{Blockchain,Decentralization,""Smart contract"",""Smart Contracts"",""Third party""}",1
"{Blockchain,Detection,""IoT Security"",""Security Analysis"",""Smart Contracts""}",1
"{Blockchain,""Digital Business Models""}",1
"{Blockchain,""Digital Business Models"",""Value (mathematics)""}",1
"{Blockchain,""Distributed ledger"",Ledger,""Smart Contracts""}",1
"{Blockchain,""Distributed ledger"",""Scope (computer science)""}",1
"{Blockchain,""Distributed ledger"",""Theme (computing)""}",1
"{Blockchain,""Federated Learning"",""Privacy-Preserving Computation"",""Searchable Encryption"",""Secure Multi-party Computation"",""Table (database)""}",1
"{Blockchain,""Financial Innovation""}",1
"{Blockchain,Metaverse,""Subject matter""}",1
"{Blockchain,Precondition,""Smart Contracts""}",1
"{Blockchain,Skepticism,""Smart contract"",""Smart Contracts""}",1
"{Blockchain,""Smart contract"",""Smart Contracts""}",1
"{Blockchain,Traceability}",1
"{""Blockchain Technology"",Emancipation,""Legal Regulation""}",1
"{""Blockchain Technology"",""Information Security"",""Investment (military)"",""Smart Contracts""}",1
"{""Block Copolymers"",""Controlled Polymerization"",""Crystallization Kinetics"",""Poly ethylene"",""Polymer Crystallization""}",1
"{""Blocking (statistics)"",""Cross-Linking Agents""}",1
"{""Blood Donation"",""Blood Groups"",""Blood Transfusion""}",1
"{""Blood Groups"",""Blood Transfusion""}",1
"{""Blood supply"",""Cerebellar artery"",""External carotid artery"",""Interventional radiology"",Neuroimaging,Neuroradiology,""Superior cerebellar artery""}",1
"{""Blood supply"",""Gait Analysis""}",1
"{""Blood Transfusion"",Genetics,""Medical Discoveries"",""Medical Ethics"",""Reproductive Medicine""}",1
"{Blubber,""Freshwater Biodiversity""}",1
"{""Blue mold"",""opportunistic pathogens""}",1
"{Blueprint,Bureaucracy,""Political Economy""}",1
"{Blueprint,""Civil servants""}",1
"{Blueprint,""Coercion (linguistics)"",""First world war"",""Forced Laborers""}",1
"{Blueprint,""Collaborative Federalism"",""Political system""}",1
"{Blueprint,""Content Analysis"",""Linkage (software)""}",1
"{Blueprint,""Data Privacy"",""Privacy Concerns""}",1
"{Blueprint,Declaration,Fifteenth,Literature,""Quarter (Canadian coin)"",Seniority,Syllabus}",1
"{Blueprint,""EU Integration"",""European Integration""}",1
"{Blueprint,""European debt crisis"",""European Stability Mechanism"",""Maastricht Treaty"",""Monetary Policy Instruments"",Pillar,""Political union"",Ratification}",1
"{Blueprint,""Fence (mathematics)"",Judgement,""Medieval Synagogue"",Talmud}",1
"{Blueprint,""International Law"",""Relevance (law)"",""Value (mathematics)"",""World order""}",1
"{""B meson"",Conjugate,""CP violation"",""Electroweak Symmetry Breaking"",""Tree (set theory)""}",1
"{""Board Composition""}",1
"{""Board Composition"",""Company Governance"",""Divergence (linguistics)""}",1
"{""Board Composition"",""Corporate finance"",""Sample (material)""}",1
"{""Board Composition"",""Firm Performance"",""Ownership Structure""}",1
"{""Board Diversity"",""Code of conduct"",""Gender diversity"",Intersectionality,""Representation (politics)""}",1
"{""Board Diversity"",Directive,""European commission"",""Proportionality (law)"",Subsidiarity}",1
"{""Board Diversity"",""Diversity management"",""Team Diversity""}",1
"{""Board Diversity"",""Gender Diversity"",""Gender Mainstreaming"",Heteronormativity,Intersectionality}",1
"{""Board Diversity"",""Gender Diversity"",""Team Diversity""}",1
"{""Board Diversity"",""Position (finance)"",""Representation (politics)""}",1
"{""Board-Level Optical Interconnects"",""Mode (computer interface)"",""Nanophotonic Waveguides"",""Optoelectronic Integration"",Waveguide}",1
"{""Bodily integrity"",""Brain Imaging"",Legislator,Neuroenhancement,Neuroethics}",1
"{""Bodily integrity"",""Coercion (linguistics)"",""Criminal code"",""Criminal procedure"",""Male Circumcision""}",1
"{""Body Composition""}",1
"{""Body Dysmorphic Disorder"",""Depression (economics)"",Dysphoria}",1
"{""Body of Christ"",""Church Fathers"",""Gospel Translation"",Perfection}",1
"{""Body Piercings""}",1
"{""Body politic""}",1
"{""Body Surface Temperature"",""Compressed air"",""Infrared Thermography"",""Liquid nitrogen"",""Skin Temperature"",Thermocouple}",1
"{Boldness,""Jewish Philosophy"",Nothing}",1
"{""Bone Age Assessment"",Crutch,""Foot (prosody)"",Paleopathology}",1
"{""Bone Age Assessment"",Paleopathology}",1
"{""Bone Density""}",1
"{""Bone Growth""}",1
"{""Bone Healing"",""Bone Regeneration"",""Bone tissue"",""Fracture Epidemiology"",""Tissue Engineering"",Transplantation}",1
"{""Bone Healing"",""Fracture Classification"",""Internal Fixation"",""Limb Reconstruction"",""Revision Surgery""}",1
"{""Bone Marrow Biopsy""}",1
"{""Bone Marrow Biopsy"",""Clinical Evaluation"",""Diagnostic Algorithm""}",1
"{""Bone marrow transplant"",""Hematopoietic Cell Transplantation""}",1
"{""Bone Regeneration""}",1
"{""Bone Regeneration"",""Bone tissue"",""Rapid prototyping"",""Selective laser sintering"",Stereolithography,""Tissue Engineering""}",1
"{Bonobo,""Evolution of Handedness"",Handedness,""Hand preference"",Pongidae}",1
{Bookkeeping},1
"{Bookkeeping,Corporation,""Medieval Economic Thought""}",1
"{Bookmarking,""Data Hiding"",Popularity,""Review Spam"",""Spam Detection""}",1
"{""Book Trade"",Fifteenth,""New england""}",1
"{Boranes,""Boric acid"",""Boron carbide"",""Calcium Channel Blocker Toxicity"",Inert}",1
"{Borax,""Layered Structures"",Metakaolin}",1
"{""Border crossing"",""Border Security"",""Iron Curtain"",""Social Boundaries""}",1
"{""Borosilicate glass"",Devitrification,""Flat glass"",Glass-ceramics,""Glass production"",""Glass recycling"",""Salt Crystallization"",""Soda lime"",""Soda-lime glass""}",1
"{""Borosilicate glass"",""Magic angle spinning"",""Microporous Crystals"",Silanol}",1
